vols	base	brand	pub	first_date	last_date	isbns
7	漫画パチンカーZ無限	GW mook	ガイドワークス	2022-04	2023-10	9784867102985,9784867103227,9784867103739,9784867103937,9784867104057,9784867104170,9784867104378
7	ヴァリボー!!	OKS comix	オークス	2012-10	2013-07	9784799004210,9784799004036,9784799004661,9784799004180,9784799003893,9784799004401,9784799003565
7	おと☆娘	ミリオンムック	大洋図書	2010-12	2013-04	9784813065579,9784813065944,9784813066392,9784813066866,9784813067252,9784813064190,9784813063902
7	マジキュー4コマアマガミ	マジキューコミックス	角川グループパブリッシング	2010-07	2012-07	9784047273931,9784047278059,9784047279223,9784047282162,9784047271593,9784047265783,9784047268357
7	世にも奇妙なねこぱんち	にゃんcomi	少年画報社	2012-08	2017-08	9784785938895,9784785950712,9784785953386,9784785956127,9784785958039,9784785958350,9784785960537
7	HQボーイフレンド	K-Book Selection	ブライト出版	2015-06	2016-02	9784861236204,9784861236167,9784861236389,9784861236396,9784861236426,9784861236440,9784861236464
7	ひぐらしのなく頃に コミックアンソロジー	DNAメディアコミックス	一迅社	2006-08	2008-12	9784758003315,9784758003704,9784758004152,9784758004510,9784758004404,9784758004695,9784758003988
7	リトルバスターズ!エクスタシー えくすたちっくアンソロジー	DNAメディアコミックスgiga	一迅社	2009-08	2013-12	9784758007207,9784758007696,9784758007863,9784758006019,9784758005067,9784758006156,9784758006798
7	漫画昭和人情食堂	Bunkasha comics	ぶんか社	2016-04	2017-05	9784821178353,9784821179084,9784821178735,9784821179305,9784821179626,9784821179923,9784821134304
7	アンジェリーク・アンソロジー		光栄	1998-12	2001-12	9784877196622,9784877197162,9784877197612,9784877198244,9784877198664,9784877199098,9784877199470
7	とっておき「スヌーピー」		扶桑社	2000-08	2003-05	9784594040000,9784594029548,9784594030421,9784594031534,9784594033231,9784594035785,9784594038014
7	電脳恋愛姫	Oak comix	オークラ出版	1998-04	2000-10	9784872783308,9784872783728,9784872784329,9784872785555,9784872786156,9784872782752,9784872786699
7	コミックアンジェリーク ブランシュ	Koei game comics	光栄	2002-09	2004-07	9784775800355,9784775800546,9784775800553,9784775801192,9784775801208,9784775801215,9784877199951
7	泣き虫オーバースロー!	OKS comix	オークス	2005-01	2006-03	9784861053030,9784861052651,9784861052859,9784861052316,9784861052309,9784861052217,9784861052088
7	Co・comic[i:z]いーず		ムービック	1988-12	1991-03	9784943966814,9784943966555,9784943966449,9784943966401,9784943966272,9784943966258,9784943966234
7	大海賊時代		ノアール出版	2000-05	2003-01	9784860020545,9784860020422,9784860020606,9784931396722,9784860020644,9784860020170,9784860020064
7	b-Boy		青磁ビブロス	1991-12	1996-12	9784882715832,9784882715634,9784882713029,9784882712855,9784882712664,9784882711384,9784882711025
7	海賊、海を行く!	OKS comix	オークス	2003-03	2004-03	9784861050893,9784861050732,9784861050466,9784861050275,9784861050244,9784861050114,9784861050176
7	テニス革命!	OKS comix	オークス	2003-03	2004-04	9784861051029,9784861050763,9784861050619,9784861050473,9784861050336,9784861050190,9784861050107
7	コミックヴァナ通	Enterbrain mook	エンターブレイン	2008-09	2010-03	9784757750616,9784757749207,9784757747227,9784757745520,9784047264496,9784047261730,9784757744097
7	フィールドパーティー	FRESH-PACKS	青磁ビブロス	1988-12-03	1992-10	9784882711421,9784882711087,9784882710936,9784882710837,9784882710721,9784882710134,9784882710066
7	トルーパー同人誌傑作アンソロジー	Poe backs	ふゅーじょんぷろだくと	1989-11-01	1991-03-15	9784893930620,9784893931122,9784893931030,9784893930996,9784893930910,9784893930835,9784893930569
7	ロックマンエグゼストリームオフィシャルフィルムブック	カプコンオフィシャルブックス	カプコン	2005-02	2005-09	9784906582525,9784906582532,9784906582709,9784906582778,9784906582853,9784906582914,9784906582969
7	マジキュー4コマ 真剣で私に恋しなさい!!	マジキューコミックス	角川グループパブリッシング	2009-12	2010-12	9784047268814,9784047267725,9784047266605,9784047265509,9784047264038,9784047262843,9784047261211
6	悪役令嬢ですが、幸せになってみせますわ!	IDコミックス. Zero-sum comics	講談社	2024-10-06	2026-06-15	9784758085960,9784758087032,9784758087025,9784758087919,9784758089449,9784758099233
6	手塚治虫名作集		集英社	1989-06	1993-11	9784834280203,9784834280036,9784834280128,9784834280159,9784834280258,9784834280173
6	Qpano		竹書房	2017	2023-04	9784801913974,9784801916258,9784801919587,9784801922686,9784801934887,9784801911727
6	君恋	愛蔵版コミックス	集英社	2018-04	2018-12	9784087920284,9784087920291,9784087920369,9784087920352,9784087920314,9784087920321
6	漫画パチンカーZ +	GW mook	ガイドワークス	2018-10	2020-01	9784865358292,9784865358827,9784865359084,9784865358117,9784865359527,9784865359879
6	ショタ + カレシ	Be comics	ふゅーじょんぷろだくと	2017-11	2019-02	9784865894769,9784865895155,9784865894523,9784865894172,9784865895001,9784865895414
6	コミック乱twinsセレクション	SPコミックス	リイド社	2019-01	2020-09	9784845854134,9784845854387,9784845855353,9784845855605,9784845856046,9784845856510
6	コミック乱ツインズセレクション	SPコミックス	リイド社	2016-07	2020-03	9784845853632,9784845854851,9784845855124,9784845855834,9784845847174,9784845849628
6	Comicデカ	RKムック	楽楽出版	2020-05	2021-03	9784867040317,9784867040386,9784867040461,9784867040508,9784867040553,9784867040652
6	訳あり令嬢でしたが、溺愛されて今では幸せです	IDコミックス	講談社	2021-08	2023-09	9784758036368,9784758037051,9784758037365,9784758037860,9784758038652,9784758039246
6	OYATSU ねこぱんち	にゃんcomi	少年画報社	2011-08	2013-02	9784785936693,9784785937300,9784785937782,9784785938567,9784785939557,9784785940119
6	アマガミ-Various Artists-	マジキューコミックス	角川グループパブリッシング	2009-09	2012-03	9784047278547,9784047269392,9784047267084,9784047264809,9784047262171,9784757750166
6	マジキュー4コマ真剣で私に恋しなさい!!	マジキューコミックス	角川グループパブリッシング	2011-02	2012-02	9784047277328,9784047278042,9784047272897,9784047275331,9784047270176,9784047271609
6	土銀徒然帳	銀魂アンソロジー	クイン出版	2009-04	2011-06	9784862841100,9784862840981,9784862841056,9784862840790,9784862840516,9784862840707
6	To heart4コママンガ劇場		エニックス	2000-03	2001-07	9784757501713,9784757504776,9784757504110,9784757503656,9784757502970,9784757502475
6	Zokkon		オークラ出版	2007-07	2008-05	9784775511763,9784775511251,9784775510551,9784775510971,9784775510063,9784775509715
6	ラブコレ	OKS comix	オークス	2003-05	2003-10	9784861050268,9784861050138,9784861050527,9784861050480,9784861050305,9784861050282
6	ラブキャラ大百科	OKS comix	オークス	2004-04	2004-09	9784861051623,9784861051555,9784861051395,9784861051142,9784861051067,9784861051005
6	ホップ☆ステップ賞SELECTION	ジャンプ・コミックス	集英社	1989-03-15	1993-09-08	9784088711157,9784088711133,9784088711140,9784088711201,9784088711126,9784088711218
6	めざせ漫画家!手塚・赤塚賞受賞作品集	ジャンプ・コミックスデラックス	集英社	1988-03	1993-07	9784088583013,9784088583020,9784088583051,9784088583068,9784088583105,9784088583822
6	タッチ	少年サンデーグラフィック	小学館	1985-08	1987-05	9784091011640,9784091011664,9784091011657,9784091011633,9784091011626,9784091011619
6	おジャ魔女どれみ＃	SBアニメコミックス	ソフトバンクパブリッシング	2001-04-06	2001-06	9784797315943,9784797315936,9784797315929,9784797315912,9784797315905,9784797315899
6	受攻ドリームマッチ		オークラ出版	2008-09	2009-07	9784775513774,9784775513538,9784775513255,9784775513026,9784775512692,9784775512395
6	おジャ魔女どれみ	SBアニメコミックス	ソフトバンクパブリッシング	2000-11	2000-12-18	9784797314533,9784797314526,9784797314519,9784797314502,9784797314496,9784797314489
6	Danger	Sanwa comics	三和出版	2001-01	2002-04	9784883560950,9784883561148,9784883561018,9784883560783,9784883560721,9784883560684
6	CO・COMIC[i：z] いーず		ムービック	1990-03	1990-12	9784943966807,9784943966753,9784943966715,9784943966661,9784943966623,9784943966593
6	まんがギリシア神話		ぎょうせい	1991-11	1992-08	9784324028322,9784324028292,9784324028278,9784324028308,9784324028353,9784324028346
6	ドラゴンファイヤー	ドラゴンコミックアンソロジー	青心社	1988-12	1990-09-22	9784915333774,9784915333712,9784915333651,9784915333613,9784915333569,9784915333491
6	月姫アンソロジーコミック	マジキューコミックス	エンターブレイン	2002-06	2003-12	9784757716391,9784757713727,9784757713710,9784757712461,9784757709911,9784757708693
6	ペルソナ4アンソロジーコミック	Bros.comics EX	エンターブレイン	2008-10	2009-04	9784757746053,9784757745452,9784757747203,9784757748361,9784757746664,9784757745001
6	ラブ・スナイパー	北辰コミックス同人アンソロジー	北辰堂出版	2007-01	2009-04	9784904086506,9784904086469,9784904086063,9784861235443,9784861235283,9784861235351
6	滝田ゆう漫画館		筑摩書房	1992-04	1992-09	9784480701565,9784480701558,9784480701541,9784480701534,9784480701527,9784480701510
6	マジカルツアー	FRESH-PACKS	青磁ビブロス	1990-07-20	1991-10	9784882710530,9784882710448,9784882710912,9784882710806,9784882710691,9784882710608
6	Fate/hollow ataraxiaアンソロジーコミック	マジキューコミックス	エンターブレイン	2006-06	2007-06	9784757735484,9784757734425,9784757733367,9784757730519,9784757728752,9784757727861
6	Comic Gaia		青心社	1990-08	1992-09	9784915333880,9784915333828,9784915333798,9784878920233,9784878920134,9784915333743
6	Airコミックアンソロジー	DNAメディアコミックス	スタジオDNA	2001-03	2002-01	9784921066970,9784921066796,9784758000215,9784758000147,9784758000048,9784921066727
6	Air	ラポートコミックス	ラポート	2001-06	2001-12	9784897994284,9784897994260,9784897994215,9784897994185,9784897994147,9784897994109
6	サイバーコミックス		バンダイ	1992-06	1992-06	9784891891886,9784891894931,9784891894894,9784891894870,9784891894863,9784891894856
6	made in 10 years	北辰コミックス同人アンソロジー	北辰堂出版	2008-06	2009-07	9784904086513,9784904086353,9784904086292,9784904086254,9784904086216,9784904086179
6	テニパラ	Poe backs	ふゅーじょんぷろだくと	2001-10	2005-08	9784893934352,9784893933379,9784893933300,9784893933232,9784893933133,9784893933065
6	オペレーションW	RAPPORT COMICS	ラポート	1995-12	1997-01	9784897992372,9784897992198,9784897992129,9784897992068,9784897992013,9784897991863
6	Boy's Lips	Aqua comics	オークラ出版	2005-03	2005-08	9784775505984,9784775505809,9784775505656,9784775505502,9784775505434,9784775505311
6	10代目にお・ね・が・い	北辰コミックス同人アンソロジー	北辰堂出版	2007-09	2009-04	9784904086490,9784904086209,9784904086148,9784904086087,9784904086049,9784861235436
6	マジキュー4コマ リトルバスターズ!	マジキューコミックス	エンターブレイン	2007-10	2008-08	9784757743373,9784757742437,9784757740907,9784757739925,9784757738379,9784757737297
6	マジキュー4コマ 真・恋姫・無双	MC comics	角川グループパブリッシング	2009-09	2010-08	9784047266612,9784047265516,9784047264045,9784047262812,9784047261228,9784047260061
6	マジキュー4コマ リトルバスターズ!エクスタシー		角川グループパブリッシング	2008-12	2010-01	9784047262164,9784047260801,9784757750012,9784757748460,9784757746725,9784757744950
6	真・三國無双3バトルイリュージョン	Koei game comics	光栄	2003-05	2004-06	9784775801932,9784775801369,9784775801352,9784775801109,9784775800768,9784775800751
5	アウトドアごはん	ぐる漫	少年画報社	2023-08	2026-05-25	9784785980481,9784785981730,9784785974404,9784785975081,9784785976057
5	ビックリマンおもしろランド	Movieコミックス	秋田書店	1988-09	1989-05	9784253099431,9784253099400,9784253099394,9784253099363,9784253099356
5	チョコバナナ		サマープロジェクト	1995-12	1996-12	9784584215074,9784584215081,9784584215135,9784584215111,9784584215067
5	異種恋愛物語集	IDコミックス	講談社	2016-02	2018-03	9784758033350,9784758032452,9784758031554,9784758032032,9784758032896
5	たわわなおっぱいは好きですか?巨乳少女アンソロジーコミック	IDコミックス	講談社	2018-05	2019-02	9784758067270,9784758067768,9784758067904,9784758067676,9784758067539
5	ごほうび食堂	Bunkasha comics	ぶんか社	2018-12	2019-08	9784821137138,9784821137381,9784821137640,9784821137923,9784821138173
5	百合 + カノジョ	Be comics	ふゅーじょんぷろだくと	2018-01	2018-12	9784865895032,9784865894318,9784865894943,9784865894653,9784865895193
5	Fate/grand orderコミックアンソロジーwith you	DNAメディアコミックス	講談社	2019-12	2020-08	9784758020602,9784758020800,9784758021364,9784758020985,9784758021180
5	The omegaverse project	Poe backs	ふゅーじょんぷろだくと	2020-03	2020-03	9784865896060,9784865895803,9784865895865,9784865895919,9784865895971
5	劇画シークレット	ミリオンムック	大洋図書	2020-11	2022-09	9784813029175,9784813042594,9784813043508,9784813042259,9784813045052
