n	type	imprint	series_key	excluded	isbns
7	standard	Shueisha jump remix	qid:Q3082793|name:ドラゴンクエスト ダイの大冒険	除外レーベル	9784081061082,9784081061136,9784081061204,9784081061280,9784081061891,9784081061969,9784081062065
7	standard	Shueisha girls remix	qid:Q3113855|name:有閑倶楽部	除外レーベル	9784081061259,9784081061389,9784081061464,9784081061549,9784081061624,9784081063758,9784081064632
7	standard	My first big special	qid:Q3135258|name:新・子連れ狼	除外レーベル	9784098033546,9784098033836,9784098034024,9784098034222,9784098034444,9784098034611,9784098034871
7	standard		qid:Q3136401|name:I'll		9784778038618,9784778038625,9784778038632,9784778038649,9784778038656,9784778038663,9784778038670
7	standard	ビッグコミックス	qid:Q3194504|name:信長		9784091814319,9784091814326,9784091814333,9784091814340,9784091814357,9784091814364,9784091814371
7	standard	Akita top comics wide	qid:Q3201015|name:恋愛ジャンキー		9784253244015,9784253244022,9784253244039,9784253244046,9784253244053,9784253244060,9784253244077
7	standard	SJR	qid:Q3325226|name:新サラリーマン金太郎	除外レーベル	9784081153107,9784081153114,9784081153121,9784081153138,9784081153145,9784081153152,9784081153169
7	standard	KPC	qid:Q3325226|name:旅の途中	除外レーベル	9784063718546,9784063718553,9784063718591,9784063718676,9784063718782,9784063718850,9784063719031
7	standard	KPC	qid:Q352353|name:真・中華一番!	除外レーベル	9784063534122,9784063534207,9784063534320,9784063534511,9784063534740,9784063745078,9784063747799
7	standard	3 coins アクションオリジナル	qid:Q360638|name:クレヨンしんちゃん		9784575991000,9784575991062,9784575991178,9784575991246,9784575991598,9784575991758,9784575991888
7	standard	KPC	qid:Q376174|name:1・2の三四郎	除外レーベル	9784063531992,9784063532166,9784063532425,9784063532692,9784063744330,9784063744507,9784063744668
7	standard	モーニングKC	qid:Q38842|name:花とみつばち		9784063883916,9784063883992,9784063884142,9784063884197,9784063884296,9784063884449,9784063884470
7	standard	My first big special	qid:Q431443|name:ザ・コクピット	除外レーベル	9784091181091,9784091181244,9784091198112,9784091198235,9784091198464,9784091198624,9784091198884
7	standard	集英社ガールズコミックス	qid:Q435321|name:こどものおもちゃ		9784088550992,9784088551005,9784088551012,9784088551029,9784088551036,9784088551043,9784088551050
7	standard	GFC	qid:Q445265|name:最遊記		9784757500969,9784757502192,9784757503182,9784757505025,9784757506343,9784870254060,9784870254886
7	standard	MFコミックス	qid:Q445827|name:日出処の天子		9784040682648,9784040682655,9784040682662,9784040682679,9784040682686,9784040682693,9784040682709
7	standard		qid:Q452246|name:ウイングマン		9784834281019,9784834281026,9784834281033,9784834281040,9784834281057,9784834281064,9784834281071
7	standard	Blade comics	qid:Q457637|name:魔探偵ロキ		9784901926539,9784901926546,9784901926553,9784901926560,9784901926577,9784901926584,9784901926591
7	standard	My first casual	qid:Q463084|name:おたんこナース		9784091610140,9784091610164,9784091610188,9784091610201,9784091610225,9784091610249,9784091610263
7	standard	Akita top comics wide	qid:Q471133|name:伊賀の影丸		9784253240833,9784253240840,9784253240864,9784253240888,9784253240895,9784253240901,9784253240918
7	standard	コロナ・コミックス	qid:Q50041|name:ダンスインザヴァンパイアバンド		9784864726986,9784864726993,9784864727044,9784864727051,9784864727143,9784864727150,9784864727297
7	standard	KCDX	qid:Q504482|name:シドニアの騎士		9784065105627,9784065105634,9784065105658,9784065105672,9784065105696,9784065105900,9784065105917
7	standard	アニメKC・アフタヌーン	qid:Q551551|name:ああっ女神さまっ	除外レーベル	9784063101324,9784063101355,9784063101379,9784063102017,9784063102024,9784063102048,9784063102055
7	standard	Shonen sunday books	qid:Q602746|name:スプリガン		9784091267412,9784091267429,9784091267436,9784091267443,9784091267467,9784091267474,9784091267481
7	standard	KPC mini	qid:Q618883|name:ミスター味っ子	除外レーベル	9784063732016,9784063732054,9784063732108,9784063732146,9784063732184,9784063732221,9784063732269
7	standard	講談社プラチナコミックス	qid:Q618883|name:ミスター味っ子Ⅱ	除外レーベル	9784063856705,9784063856712,9784063856729,9784063856750,9784063856828,9784063857498,9784063857504
7	standard	KPC mini	qid:Q618883|name:将太の寿司 全国大会編	除外レーベル	9784063732023,9784063732061,9784063732115,9784063732153,9784063732191,9784063732238,9784063732276
7	standard	HANA TO YUME COMICS SPECIAL	qid:Q619010|name:花咲ける青少年		9784592198017,9784592198024,9784592198031,9784592198048,9784592198055,9784592198062,9784592198383
7	standard	プチコミックフラワーコミックスα	qid:Q619018|name:せいせいするほど、愛してる		9784091386502,9784091386571,9784091386588,9784091386595,9784091386601,9784091386656,9784091386663
7	standard	RK comics	qid:Q6410148|name:特命係長只野仁		9784821154449,9784821155125,9784821155729,9784821157051,9784821158676,9784867044797,9784867045169
7	standard	My first big special	qid:Q654769|name:家栽の人	除外レーベル	9784091177483,9784091177643,9784091177773,9784091177971,9784091178244,9784091178466,9784091178688
7	standard	ビッグコミックスワイド	qid:Q654769|name:家栽の人		9784091868312,9784091868329,9784091868336,9784091868343,9784091868350,9784091868367,9784091868374
7	standard	ジャンプコミックスセレクション	qid:Q6782774|name:シェイプアップ乱		9784834216417,9784834216424,9784834216431,9784834216448,9784834216455,9784834216462,9784834216479
7	standard	My first big special	qid:Q7784543|name:笑ゥせぇるすまん	除外レーベル	9784091185518,9784091185624,9784091185730,9784091185822,9784091185969,9784091186065,9784091186140
7	standard	ヤングジャンプ・コミックスセレクション	qid:Q7827779|name:弥生の大空		9784834221213,9784834221220,9784834221237,9784834221244,9784834221251,9784834221268,9784834221275
7	standard	KPC	qid:Q8194595|name:ブレイクショット	除外レーベル	9784063534528,9784063534658,9784063534733,9784063534849,9784063534948,9784063715033,9784063715132
7	standard	HMB	qid:Q8972632|name:聖・ライセンス		9784834274509,9784834274516,9784834274523,9784834274530,9784834274547,9784834274608,9784834274615
7	standard	IDコミックス	qid:Q8979728|name:少年進化論		9784758030267,9784758030335,9784758030403,9784758059657,9784758059732,9784758059817,9784758059930
7	standard	講談社プラチナコミックス	qid:Q9003824|name:Doctor K	除外レーベル	9784063750980,9784063776164,9784063776522,9784063776720,9784063776904,9784063860597,9784063860795
7	standard	花とゆめCOMICSスペシャル	qid:Q9014832|name:CIPHER		9784592217015,9784592217022,9784592217039,9784592217046,9784592217053,9784592217060,9784592217077
7	standard	Akita top comics wide	qid:Q9049328|name:名門!多古西応援団		9784253242011,9784253242028,9784253242035,9784253242042,9784253242066,9784253242073,9784253242080
7	standard	Akita top comics wide	qid:Q9130343|name:ナンバMG5		9784253244619,9784253244626,9784253244633,9784253244640,9784253244657,9784253244664,9784253244671
7	standard	講談社プラチナコミックス	qid:Q966701|name:Get backers奪還屋	除外レーベル	9784063857252,9784063857566,9784063857788,9784063857986,9784063858891,9784063859096,9784063859256
7	standard	劇画キングシリーズ	qid:Q967455|name:男弐		9784883152254,9784883152384,9784883152643,9784883152889,9784883152971,9784883153091,9784883153183
7	standard	キングシリーズ 漫画スーパーワイド	qid:Q967455|name:魔物語		9784883159550,9784883159567,9784883159574,9784883159581,9784883159598,9784883159611,9784883159628
7	standard	スーパービジュアル・コミックス	qid:Q977749|name:ふたり鷹		9784091600417,9784091600424,9784091600431,9784091600448,9784091600455,9784091600462,9784091600479
7	standard		qid:Q977749|name:ふたり鷹		9784091794864,9784091794925,9784091794932,9784091794949,9784091794956,9784091794963,9784091794970
7	standard	Shueisha ultra jump comics	qid:Q983424|name:銃夢		9784087822885,9784087822915,9784087822984,9784087822991,9784087823448,9784087823530,9784087823578
7	standard	MFコミックス	qid:Q987957|name:スケバン刑事		9784840109673,9784840109734,9784840113038,9784840113069,9784840113090,9784840113120,9784840113151
6	standard	YKベスト	name:Boichi|name:サンケンロック		9784785958343,9784785958398,9784785958572,9784785958770,9784785958947,9784785959197
6	standard	My first casual	name:エリカ・スピンドラー|name:レッド		9784091611017,9784091611048,9784091611079,9784091611109,9784091611130,9784091611161
6	standard		name:カラー|name:新世紀エヴァンゲリオン		9784041093696,9784041093702,9784041093719,9784041093726,9784041093733,9784041093740
6	standard	Goma books	name:久保田千太郎|name:史記		9784777119288,9784777119295,9784777119301,9784777119318,9784777119400,9784777119417
6	standard	My first big	name:久部緑郎|name:ラーメン発見伝	除外レーベル	9784091083760,9784098033133,9784098033317,9784098033492,9784098044160,9784098044337
6	standard	Akita top comics wide	name:品川ヒロシ|name:ドロップ		9784253246682,9784253246705,9784253246712,9784253246729,9784253249935,9784253249942
6	standard	KPC	name:夏原武|name:伝説の頭翔	除外レーベル	9784063742091,9784063742169,9784063742237,9784063742404,9784063742480,9784063742596
6	standard	講談社プラチナコミックス	name:夏原武|name:伝説の頭翔	除外レーベル	9784063778014,9784063778151,9784063778335,9784063778540,9784063778717,9784063778922
6	standard	Shueishaジャンプremix	name:朝倉誠一|name:新ナニワ金融道	除外レーベル	9784081136421,9784081136438,9784081136506,9784081136513,9784081136575,9784081136582
6	bunkobon	スコラ漫画文庫シリーズ	name:李志清|name:三国志		9784796203722,9784796203739,9784796203807,9784796203814,9784796203852,9784796203869
6	standard	BIG COMICS SPECIAL	name:林律雄|name:総務部総務課山口六平太		9784091800848,9784091802460,9784091802477,9784091802484,9784091813336,9784091813343
6	standard	My first big	name:牛次郎|name:プラレス3四郎	除外レーベル	9784091181220,9784091181589,9784091181800,9784091182050,9784091182333,9784091182616
6	standard	KCDX	name:田中芳樹|name:薬師寺涼子の怪奇事件簿		9784063881622,9784063881639,9784063881806,9784063930337,9784063930566,9784063930788
6	standard	アニメージュコミックススペシャル	name:田中芳樹|name:銀河英雄伝説		9784197790708,9784197790715,9784197790807,9784197790906,9784197790913,9784197791026
6	standard	My first wide	name:矢島正雄|name:人間交差点		9784091621061,9784091621252,9784091621382,9784091621627,9784091621726,9784091621863
6	standard	てんとう虫コミックス	name:藤子不二雄|name:パーマン		9784091402615,9784091402622,9784091402639,9784091402646,9784091402653,9784091402677
6	standard	中公コミックス	name:藤子不二雄|name:大長編ドラえもん		9784124101423,9784124101546,9784124101706,9784124101867,9784124102109,9784124102185
6	standard	My first wide	name:藤村和夫|name:そばもん		9784091634337,9784091634436,9784091634504,9784091634573,9784091634641,9784091634672
6	standard	講談社プラチナコミックス	name:金城宗幸|name:神さまの言うとおり	除外レーベル	9784063780833,9784063780864,9784063780901,9784063858839,9784063858846,9784063858914
6	standard	My first big special	name:雁屋哲|name:美味しんぼ	除外レーベル	9784091172945,9784091172952,9784091173218,9784091173225,9784091198341,9784091198525
6	standard	Blue comix	name:雁屋哲|name:美味しんぼ		9784091620132,9784091620248,9784091620255,9784091620347,9784091620453,9784091620514
6	standard	Comp comics DX	qid:Q1010233|name:銀河戦国群雄伝ライ		9784047120112,9784047120136,9784047120174,9784047120211,9784047120228,9784047120259
6	standard	Goma books	qid:Q1010233|name:銀河戦国群雄伝ライ		9784814918454,9784814918461,9784814918478,9784814918584,9784814918591,9784814918683
6	standard	ミスターマガジンKC	qid:Q1015799|name:2人におまかせ		9784063281774,9784063281804,9784063281828,9784063281910,9784063281941,9784063281965
6	standard	ジャンプコミックスセレクション	qid:Q1016880|name:マンモス		9784834214611,9784834214628,9784834214635,9784834214642,9784834214659,9784834214666
6	standard	ヤンマガKC	qid:Q1016880|name:右向け左!		9784063823790,9784063823806,9784063823813,9784063823943,9784063824056,9784063824223
6	standard	ビッグコミックススペシャル	qid:Q1048873|name:おれは直角		9784091854964,9784091854971,9784091854988,9784091854995,9784091855008,9784091855060
6	standard	スーパービジュアル・コミックス	qid:Q1048873|name:ももたろう		9784091604316,9784091604323,9784091604330,9784091604347,9784091604354,9784091604361
6	standard	スーパービジュアル・コミックス	qid:Q1048873|name:スプリンター		9784091602015,9784091602022,9784091602039,9784091602046,9784091602053,9784091602060
