slug	title	edition	publishers	majority	minority_vols
tokyo-esp	東京ESP	standard	角川書店:8 | KADOKAWA:8	角川書店	[9, 10, 11, 12, 13, 14, 15, 16]
tokyo-monogatari	東京物語	standard	集英社:7 | ジャイブ:1	集英社	[6]
tomie	富江	standard	朝日ソノラマ:2 | 朝日新聞出版:1	朝日ソノラマ	[3]
tomorrow	TOMORROW	standard	集英社:1 | 講談社:1	集英社	[2]
tonarino-sefure-ha-dekiai-kei	となりのセフレは溺愛系!?	standard	秋水社:1 | 大都社:1	秋水社	[2]
tono-chan-no-shimashima-eburidi	TONOちゃんのしましまえぶりでぃ	standard	朝日新聞出版:3 | 朝日ソノラマ:1 | 朝日新聞社:1	朝日新聞出版	[1, 2]
toppu-10	トップ10	standard	ヴィレッジブックス:1 | ウィーヴ:1	ヴィレッジブックス	[2]
toppu-o-nerae	トップをねらえ!	standard	KADOKAWA:3 | 角川書店:2	KADOKAWA	[4, 5]
torakisu	トラキス	standard	KADOKAWA:3 | アスキー・メディアワークス:1	KADOKAWA	[2]
torimania	トリマニア	standard	スクウェア・エニックス:5 | 白泉社:1	スクウェア・エニックス	[6]
toshishita-kareshi-no-love-kanriheki	年下彼氏の恋愛管理癖	standard	竹書房:1 | リブレ:1	竹書房	[2]
totoaruhi-no-kuru	ととある日のクル	standard	秋水社:2 | Gakken:1 | 大都社:1	秋水社	[1, 4]
totsugami	外つ神	standard	幻冬舎コミックス:9 | 幻冬舎:1	幻冬舎コミックス	[4]
toukaidou-hisame	東海道HISAME	standard	ビブロス:1 | リブレ:1	ビブロス	[2]
toukei-ibun	東亰異聞	standard	幻冬舎:2 | 幻冬舎コミックス:2	幻冬舎	[3, 4]
toukyouto-kitaku-akabane	東京都北区赤羽	standard	青泉社（千代田区）:2 | 双葉社:2	青泉社（千代田区）	[3, 4]
toushinden	闘神伝	standard	角川書店:4 | ソニー・ミュージックソリューションズ:1	角川書店	[1]
towa-no-quon	トワノクオン	standard	KADOKAWA:1 | 角川書店:1	KADOKAWA	[2]
toy-s	Toy's	standard	ソニー・ミュージックソリューションズ:2 | 幻冬舎:1	ソニー・ミュージックソリューションズ	[3]
trace	トレース	standard	ノース・スターズ・ピクチャーズ:8 | コアミックス:5	ノース・スターズ・ピクチャーズ	[9, 10, 11, 12, 13]
transformers-more-than-meets-the-eye	トランスフォーマー:モア・ザン・ミーツ・ジ・アイ	standard	ウィーヴ:2 | ヴィレッジブックス:2	ウィーヴ	[3, 4]
trauma-kuontamu	トラウマ量子結晶	standard	角川書店:5 | KADOKAWA:2	角川書店	[6, 7]
tsuihousareta-dekiaisareru-tabi-2-skill-o-te-ni-ireta-ore-ga-100-no-isekai-de-nishuume-musou	追放されるたびにスキルを手に入れた俺が、100の異世界で2周目無双	standard	秋田書店:4 | ホビージャパン:1	秋田書店	[3]
tsuihousareta-sareta-koushaku-reijou-viruherumiina-ga-shiawase-ni-naru-made	追放された公爵令嬢、ヴィルヘルミーナが幸せになるまで。	standard	アース・スターエンターテイメント:1 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[3]
tsuihousareta-sareta-seijo-desu-jitsu-wa-kunijuu-kara-aisare-sugitete-kowaindesukedo	追放された聖女ですが、実は国中から愛されすぎてて怖いんですけど!?	standard	アース・スターエンターテイメント:3 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[4]
tsuki-no-shizumu-made	月の沈むまで	standard	KADOKAWA:1 | 角川書店:1	KADOKAWA	[2]
tsuki-no-yoru-hoshi-no-asa-35ans	月の夜星の朝35ans	standard	集英社クリエイティブ:4 | 創美社:2	集英社クリエイティブ	[2, 4]
tsuki-to-sensei-kunshu	月と専制君主	standard	スコラ:1 | ソニー・ミュージックソリューションズ:1	スコラ	[2]
tsukuoki-seikatsu	つくおき生活	standard	竹書房:3 | ノース・スターズ・ピクチャーズ:1	竹書房	[1]
tsuri-baka-tachi	釣りバカたち	bunkobon	双葉社:3 | 講談社:2	双葉社	[4, 5]
tsurugi-no-mai	つるぎのまい!	standard	メディエイション:2 | 飛鳥新社:1	メディエイション	[1]
tsuukaa	つうかあ	standard	集英社:1 | KADOKAWA:1	集英社	[2]
uchi-no-3-shimai	うちの3姉妹	standard	主婦の友社:9 | 竹書房:4	主婦の友社	[1, 2, 3, 4]
uchuu-eiyuu-monogatari	宇宙英雄物語	standard	KADOKAWA:5 | 集英社:3	KADOKAWA	[6, 7, 8]
uchuu-no-naka-ni-aru	宇宙の中にある	standard	野草社:2 | 新泉社:1	野草社	[3]
udon-land	うどんランド	standard	ビレッジプレス:4 | チャンネルゼロ:1	ビレッジプレス	[5]
ukiyo-hatsukoi-emaki	浮世初恋絵巻	standard	宙出版:1 | ネクストF:1	宙出版	[2]
ultra-panic	ウルトラ・パニック	standard	ソニー・ミュージックソリューションズ:2 | スコラ:1	ソニー・ミュージックソリューションズ	[1]
ultra-seven-1978	ウルトラセブン	standard	朝日ソノラマ:1 | マンガショップ:1	朝日ソノラマ	[3]
ultra-seven-productions-1998	ウルトラセブン	standard	コミックス:1 | 講談社コミッククリエイト:1	コミックス	[3]
ultraman-choutoushi-gekiden	ウルトラマン超闘士激伝	standard	講談社:4 | 秋田書店:2	講談社	[7, 8]
umareta-chokugo-ni-suterareta-zense-ga-dai-kenja-datta-node-yoyuu-de-ikitemasu	生まれた直後に捨てられたけど、前世が大賢者だったので余裕で生きてます	standard	アース・スターエンターテイメント:10 | 株式会社アース・スター エンターテイメント:2	アース・スターエンターテイメント	[13, 14]
umehara	ウメハラ	standard	KADOKAWA:7 | PHP研究所:1	KADOKAWA	[1]
umineko-no-naku-koro-ni-murasaki	うみねこのなく頃に紫	standard	KADOKAWA:1 | 角川書店:1	KADOKAWA	[2]
upotte	うぽって!!	standard	KADOKAWA:10 | 角川書店:5	KADOKAWA	[1, 2, 3, 4, 5]
uryuudou-yumebanashi	雨柳堂夢咄	standard	朝日ソノラマ:11 | 朝日新聞出版:6 | 朝日新聞社:1	朝日ソノラマ	[12, 13, 14, 15, 16, 17, 18]
uryuudou-yumebanashi	雨柳堂夢咄	bunkobon	朝日ソノラマ:6 | 朝日新聞出版:5 | 朝日新聞社:2	朝日ソノラマ	[7, 8, 9, 10, 11, 12, 13]
usagi-no-kami-sama-to-boku	うさぎの神様とボク。	standard	リブレ出版:1 | リブレ:1	リブレ出版	[2]
usagi-no-tsuno	兎の角	standard	エンターブレイン:2 | KADOKAWA:1	エンターブレイン	[1]
usagiotoko-toraotoko	兎オトコ虎オトコ	standard	白泉社:3 | 心交社:2	白泉社	[1, 2]
usotsuki-na-tetora	うそつきなテトラ	standard	LINE Digital Frontier:3 | LINE　Digital　Frontier:1	LINE Digital Frontier	[1]
utahen	うた変。	standard	メディアファクトリー:1 | KADOKAWA:1	メディアファクトリー	[2]
vaelber-saga	ヴェルバーサーガ	standard	富士見書房:2 | 角川書店:1	富士見書房	[3]
velvet-rose	ベルベット・ローズ	standard	宙出版:1 | 講談社:1	宙出版	[2]
versailles-no-bara	ベルサイユのばら	standard	集英社:5 | 中央公論新社:2	集英社	[11, 12]
violence-jack	バイオレンス・ジャック	standard	日本文芸社:26 | 講談社:2	日本文芸社	[3, 4]
violinist-of-hameln-shchelkunchik	続ハーメルンのバイオリン弾き	standard	スタジオロードライト:12 | 林檎プロモーション:10	スタジオロードライト	[12, 14, 15, 16, 17, 18, 19, 20, 21, 22]
w3	W3	standard	秋田書店:1 | 講談社:1	秋田書店	[3]
wagamama-diy	わがままDIY	standard	インプレス:2 | インプレスジャパン:1	インプレス	[1]
wakakozake	ワカコ酒	standard	ノース・スターズ・ピクチャーズ:14 | コアミックス:12	ノース・スターズ・ピクチャーズ	[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]
wakatono-wa-tsuraiyo	若殿はつらいよ!	standard	楽楽出版:3 | ぶんか社:1	楽楽出版	[1]
wakuraban	わくらばん	standard	KADOKAWA:3 | アスキー・メディアワークス:1	KADOKAWA	[1]
wakuwaku-rokko-mooshon	わくわくろっこモーション	standard	KADOKAWA:2 | アスキー・メディアワークス:1	KADOKAWA	[1]
wanko-ni-kuchizuke	犬神姫にくちづけ	standard	KADOKAWA:5 | エンターブレイン:1	KADOKAWA	[2]
warau-kyuuketsuki	笑う吸血鬼	standard	秋田書店:1 | KADOKAWA:1	秋田書店	[2]
watari-kun-no-batsubatsu-ga-houkai-sunzen	渡くんの××が崩壊寸前	standard	講談社:15 | KADOKAWA:1	講談社	[1]
watashi-dake-ga-shitte-iru	わたしだけが知っている	standard	講談社:1 | 大誠社:1	講談社	[3]
watashi-no-gohan-ga-mazui-nowa-omae-ga-tonari-ni-iru-kara-da	私のご飯がまずいのはお前が隣にいるからだ	standard	KADOKAWA:1 | メディアファクトリー:1	KADOKAWA	[2]
watashi-no-heya-no-neko-houdai	私の部屋の猫放題	standard	大都社:2 | Gakken:1	大都社	[1]
watashi-no-shounen	私の少年	standard	講談社:5 | 双葉社:4	講談社	[1, 2, 3, 4]
watashi-no-uchi-niwa-nannimo-nai	わたしのウチには、なんにもない。	standard	エンターブレイン:2 | KADOKAWA:2	エンターブレイン	[3, 4]
wataya-san-no-tomodachi	綿谷さんの友だち	standard	コアミックス:2 | ノース・スターズ・ピクチャーズ:1	コアミックス	[1]
water-cube	water cube	standard	アース・スター エンターテイメント:1 | アース・スターエンターテイメント:1	アース・スター エンターテイメント	[2]
wet-moon	Wet Moon	standard	KADOKAWA:2 | エンターブレイン:1	KADOKAWA	[1]
wild-revolution	WILD革命	standard	集英社:2 | 集英社クリエイティブ:1	集英社	[1]
wings	WINGS	standard	文藝春秋:4 | 双葉社:2	文藝春秋	[1, 2]
world-gaze-clips	ワールドゲイズクリップス	standard	角川書店:2 | KADOKAWA:2	角川書店	[3, 4]
x-men-1994-3	X-MEN	standard	竹書房:10 | 小学館集英社プロダクション:1	竹書房	[2]
x-men-1994-5	X-MEN	standard	竹書房:9 | 小学館集英社プロダクション:2	竹書房	[2, 3]
x-men-1994	X-MEN	standard	竹書房:8 | 小学館集英社プロダクション:2	竹書房	[2, 3]
yae-no-sakura	八重の桜	standard	小学館:2 | 集英社:1	小学館	[1]
yagi-san-yuubin	やぎさん郵便	standard	シリカ編集部:2 | リブレ:1	シリカ編集部	[3]
yajikita-in-deep	弥次喜多 in DEEP	standard	アスキー・メディアワークス:4 | エンターブレイン:3	アスキー・メディアワークス	[6, 7, 8]
yama-no-susume	ヤマノススメ	standard	アース・スターエンターテイメント:26 | アース・スター エンターテイメント:1	アース・スターエンターテイメント	[27]
yamada-tarou-monogatari	山田太郎ものがたり	standard	KADOKAWA:9 | 角川書店:6	KADOKAWA	[1, 2, 3, 4, 5, 6]
yamato-takeru	ヤマトタケル	standard	KADOKAWA:5 | 角川書店:1	KADOKAWA	[1]
yamato-wa-koi-no-mahoroba	やまとは恋のまほろば	standard	文藝春秋:5 | LINE Digital Frontier:2 | LINE　Digital　Frontier:1	文藝春秋	[1, 2, 3]
yaminodoki	闇の土鬼	standard	リイド社:2 | 講談社:1	リイド社	[1]
yankee	ヤンキー	standard	KADOKAWA:5 | 角川書店:2	KADOKAWA	[1, 2]
yasei-densetsu	野性伝説	bunkobon	コミックス:3 | 講談社コミッククリエイト:3	コミックス	[5, 6, 7]
yasei-no-rasubosu-ga-arawareta	野生のラスボスが現れた!	standard	アース・スターエンターテイメント:10 | アース・スター エンターテイメント:1	アース・スターエンターテイメント	[11]
yasha-kisouden	夜叉鬼想伝	standard	KADOKAWA:3 | 地方・小出版流通センター:2 | ビブロス:1	KADOKAWA	[1, 2, 3]
yato-no-kamitsukai	夜刀の神つかい	standard	ソニー・ミュージックソリューションズ:4 | 幻冬舎:1	ソニー・ミュージックソリューションズ	[5]
yatterman	ヤッターマン	standard	講談社:1 | 小学館:1	講談社	[2]
yebisu-celebrities	Yebisuセレブリティーズ	standard	リブレ:3 | ビブロス:2	リブレ	[1, 2]
yokoshimana-guardian	よこしまな守護霊	standard	リイド社:3 | 大陸書房:1	リイド社	[1]
yomawari-neko	夜廻り猫	standard	講談社:9 | KADOKAWA:1	講談社	[1]
yorinuki-sazae-san	よりぬきサザエさん	standard	姉妹社:1 | 朝日新聞出版:1	姉妹社	[13]
you	妖	standard	ビブロス:2 | 秋田書店:1	ビブロス	[1]
ys	イース	standard	角川書店:4 | アスキー・メディアワークス:3	角川書店	[5, 6, 7]
yume-furu-rabbit-town	夢降るラビット・タウン	standard	Z会ソリューションズ:9 | 増進会出版社:1	Z会ソリューションズ	[4]
yume-hotel	夢ホテル	standard	スコラ:8 | あおば出版:1	スコラ	[8]
yume-no-ondo	夢の温度	standard	祥伝社:3 | 宝島社:1	祥伝社	[1]
yuri-to-koe-to-kazematoi	百合と声と風纏い	standard	道玄坂書房:2 | れんが書房新社:1	道玄坂書房	[3]
yutonoto	ゆとのと	standard	LINE Digital Frontier:3 | LINE:1	LINE Digital Frontier	[1]
yuugen-mantama-nikki	幽玄漫玉日記	standard	エンターブレイン:4 | アスキー・メディアワークス:2	エンターブレイン	[1, 2]
yuukyuu-no-gusha-asley-no-kenja-no-susume-to-pochi-no-daibouken	悠久の愚者アズリーの、賢者のすゝめと、ポチの大冒険	standard	アース・スターエンターテイメント:12 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[13]
yuusha-no-haha-desu-maougun-no-kanbu-ni-narimashita	勇者の母ですが、魔王軍の幹部になりました。	standard	徳間書店:4 | Amazia:3	徳間書店	[1, 2, 3]
yuuwaku-private-doll	誘惑プライベート・ドール	standard	秋水社:7 | 大都社:1	秋水社	[2]
yuuyuu-no-tsuihousareta-mahoutsukai-to-osananajimi-na-mori-no-megami-sama	悠優の追放魔法使いと幼なじみな森の女神様。	standard	秋田書店:4 | ホビージャパン:1	秋田書店	[3]
z	Z	standard	秋田書店:1 | 白泉社:1	秋田書店	[2]
zegen	女衒	standard	芳文社:4 | リイド社:1	芳文社	[1]
zeitaku-zanmai-shitai-no-desu	贅沢三昧したいのです!	standard	アース・スターエンターテイメント:6 | 株式会社アース・スター エンターテイメント:2	アース・スターエンターテイメント	[7, 8]
zenryoku-usagi	全力ウサギ	standard	KADOKAWA:3 | メディアファクトリー:1	KADOKAWA	[4]
zero-no-chukaima	ゼロのちゅかいま	standard	KADOKAWA:2 | メディアファクトリー:1	KADOKAWA	[3]
zero-yamazaki-2009	ZERO	standard	白泉社:10 | スコラ:1	白泉社	[1]
zerozero-nine-one	009ノ1	standard	秋田書店:2 | KADOKAWA:1	秋田書店	[3]
zetsurin-bengoshi-no-yoru-no-kao	絶倫弁護士の夜の顔	standard	大都社:3 | 秋水社:2	大都社	[1, 2]
zettai-bl-ni-naru-sekai-vs-zettai-bl-ni-naritakunai-otoko	絶対BLになる世界vs絶対BLになりたくない男	standard	祥伝社:3 | 新潮社:1	祥伝社	[4]
zoe	ゾーイ	standard	朝日新聞出版:3 | 朝日新聞社:1	朝日新聞出版	[1]
zonbii-hunter	死霊狩り	standard	アスキー・メディアワークス:2 | エンターブレイン:2	アスキー・メディアワークス	[3, 4]
zone-00	ZONE-00	standard	KADOKAWA:18 | ビブロス:2	KADOKAWA	[1, 2]
zoumotsujima	臓物島	standard	LINE Digital Frontier:3 | LINE　Digital　Frontier:1	LINE Digital Frontier	[4]
