slug	title	英化候補run
cyborg-009-kamigami-to-no-tatakaihen	サイボーグ009天使編・神々との闘い編	サイボーグ→cyborg
cyborg-009-taiheiyou-no-bourei	サイボーグ009太平洋の亡霊	サイボーグ→cyborg
cyborg-009-vs-devilman	サイボーグ009VSデビルマン	サイボーグ→cyborg
cyborg-009	サイボーグ009	サイボーグ→cyborg
cyborg-kuro-chan-bangai-battle	サイボーグクロちゃん 番外バトル	バトル→battle
d-princess	D'プリンセス	プリンセス→princess
d4-princess	D4プリンセス	プリンセス→princess
daidaaku	大ダーク	ダーク→dark
daidokoro-no-dragon	台所のドラゴン	ドラゴン→dragon
daijukai-no-monster-partner	大樹海のモンスターパートナー	モンスターパートナー→monster-partner
daikaijuu-battle-ultra-adventure	大怪獣バトルウルトラアドベンチャー	バトルウルトラアドベンチャー→battle-ultra-adventure
daikaijuu-battle	大怪獣バトル	バトル→battle
daikyoufu-horror-tokusenshuu	大恐怖ホラー特選集	ホラー→horror
daisuke-gooru	大介ゴール!	ゴール→goal
daiyamondogeimu	ダイヤモンド芸夢	ダイヤモンド→diamond
dakedo-happy-paradise	だけどハッピーパラダイス	ハッピーパラダイス→happy-paradise
damekko-girls	だめっ娘ガールズ。	ガールズ→girls
danball-senki-wars	ダンボール戦機ウォーズ	ウォーズ→wars
danball-teikoku-no-enjierutachi	段ボール低国の天使たち	ボール→ball
dangan-hero	ダンガン×ヒーロー	ヒーロー→hero
dangan-ronpa-gaiden-killer-killer	ダンガンロンパ害伝キラーキラー	キラーキラー→killer-killer
dangozaka-story	団子坂ストーリー	ストーリー→story
danjonzu-ando-dragons-dark-elf-monogatari	DUNGEONS & DRAGONSダークエルフ物語	ダークエルフ→dark-elf
dark-angel-1993	ダーク・エンジェル	ダーク・エンジェル→dark-angel
dark-angel	ダーク・エンジェル	ダーク・エンジェル→dark-angel
dark-cat	ダークキャット	ダークキャット→dark-cat
dark-ghost	ダーク・ゴースト	ダーク・ゴースト→dark-ghost
dark-green	ダークグリーン	ダークグリーン→dark-green
dark-hunter-1989	ダークハンター	ダークハンター→dark-hunter
dark-hunter-aoku-hikaru	ダークハンター碧ク光ル	ダークハンター→dark-hunter
dark-hunter	ダークハンター	ダークハンター→dark-hunter
dark-master	ダークマスター	ダークマスター→dark-master
dark-wonder	ダーク・ワンダー	ダーク・ワンダー→dark-wonder
datsugoku-dokutaa-inochiya-enma	脱獄ドクターいのち屋エンマ	ドクター→doctor
daydream-nightmare	Daydream★ナイトメア	ナイトメア→nightmare
deatte-5-byou-de-battle	出会って5秒でバトル	バトル→battle
debirukko-ruru	デビルっ子ルル	デビル→devil
deborah-ga-rival	デボラがライバル	ライバル→rival
dekinbooi	できんボーイ	ボーイ→boy
demon-72	デーモン72	デーモン→demon
demon-heart	デーモン・ハート	デーモン・ハート→demon-heart
demon-sacred	デーモン聖典	デーモン→demon
denki-no-crisis	電気のクライシス	クライシス→crisis
dennou-boy	電脳ボーイ	ボーイ→boy
dennou-yuugi-club	電脳遊戯クラブ	クラブ→club
densetsu-no-angel	伝説のエンジェル	エンジェル→angel
densetsu-no-sasupensu-ando-horror	伝説のサスペンス＆ホラー	サスペンス→suspense; ホラー→horror
deochi-girl	出落ちガール	ガール→girl
detatoko-princess	でたとこプリンセス	プリンセス→princess
devil-17	デビル17	デビル→devil
devil-devil	デビル×デビル	デビル→devil
devil-home	デビル@ホーム	デビル→devil; ホーム→home
devil-king	デビル・キング	デビル・キング→devil-king
devil-tree	魔樹 デビルツリー	デビルツリー→devil-tree
diamond-ga-mabushikute	ダイヤモンドがまぶしくて	ダイヤモンド→diamond
diamond-godzilarn	ダイヤモンド❤ゴジラーン	ダイヤモンド→diamond
diamond-life	ダイヤモンド・ライフ	ダイヤモンド・ライフ→diamond-life
diamond-meikyuu	ダイヤモンド迷宮	ダイヤモンド→diamond
diamond-no-cat	ダイヤのC(キャット)!!	キャット→cat
diamond-no-jouken	ダイヤモンドの条件	ダイヤモンド→diamond
diamond-no-kouzai	ダイヤモンドの功罪	ダイヤモンド→diamond
diamond-paradise	ダイヤモンド・パラダイス	ダイヤモンド・パラダイス→diamond-paradise
diamond	ダイヤモンド	ダイヤモンド→diamond
disneys-kirara-princess	Disney's きらら☆プリンセス	プリンセス→princess
dna-angel	DNAエンジェル	エンジェル→angel
do-suru-paradise	Doする!?パラダイス	パラダイス→paradise
doctor-and-daughter	ドクター＆ドーター	ドクター→doctor
doctor-chichibuyama	ドクター秩父山	ドクター→doctor
doctor-children-shouni-gekai	ドクターチルドレン	ドクターチルドレン→doctor-children
doctor-hankotsui	ドクター反骨医	ドクター→doctor
doctor-mikari-no-nayamashiki-hibi	ドクター実狩の悩ましき日々	ドクター→doctor
doctor-white	ドクター・ホワイト	ドクター・ホワイト→doctor-white
dog-game	ドッグ・ゲーム	ドッグ・ゲーム→dog-game
dog-world	ドッグワールド	ドッグワールド→dog-world
dogfighter	ドッグファイター	ドッグファイター→dog-fighter
doguu-family	土偶ファミリー	ファミリー→family
dokidoki-joshiryou-life	どきどき女子寮ライフ	ライフ→life
dokidoki-monster-hakubutsukan	ドキドキ!モンスター博物館	モンスター→monster
dokidoki-shitei-life	どきどき姉弟ライフ	ライフ→life
dokkiri-doctor	どっきりドクター	ドクター→doctor
dokuro-heart	ドクロ×ハート	ハート→heart
dokusai-club	毒妻クラブ	クラブ→club
dokusha-senyou-kensaku-engine-chotto-morimashita	読者専用検索エンジン ちょっと盛りました。	エンジン→engine
dokutaa-g-no-shima	ドクターGの島	ドクター→doctor
dokutaa-kid-no-hito-no-karada-fushigi-tanken	ドクター=キッドの 人の体ふしぎ探検	ドクター→doctor
dokutaa-m	ドクターM	ドクター→doctor
dokutaa-nakajima-no-sekai-seifuku	ドクター中島の世界征服	ドクター→doctor
dokutaa-saotome	ドクター早乙女	ドクター→doctor
dokutaa-to-himitsu-play	ドクターとひみつプレイ♥	ドクター→doctor
dokutaa-to-koisuru-biyaku	ドクターと恋する媚薬	ドクター→doctor
dokuyaku-to-hachimitsu-to-prince	毒薬とハチミツとプリンス	プリンス→prince
don-t-cry-girl	ドントクライ、ガール	ガール→girl
donbiki-nurse	ドン引きナース!	ナース→nurse
donmai-princess	どんまいプリンセス	プリンセス→princess
doodemo-eejiento	どーでもエージェント	エージェント→agent
doraemon-fushigi-no-hisutorii	ドラえもんふしぎのヒストリー	ヒストリー→history
doraemon-kagaku-world	ドラえもん科学ワールド	ワールド→world
doraemon-motto-fushigi-pocket	ドラえもんもっとふしぎポケット	ポケット→pocket
doraemon-shakai-world	ドラえもん社会ワールド	ワールド→world
doragonshiki	ドラゴン式	ドラゴン→dragon
doragonzakura-2	ドラゴン桜2	ドラゴン→dragon
doragonzakura	ドラゴン桜	ドラゴン→dragon
dosei-no-princess	土星のプリンセス	プリンセス→princess
dosen-tan-nurse	ど先端ナース	ナース→nurse
dotsukiri-angel	どっきり!エンジェル	エンジェル→angel
doubutsu-no-crisis	動物のクライシス	クライシス→crisis
doubutsu-seikatsu-inu-life	動物生活/犬ライフ	ライフ→life
doubutsu-seikatsu-kotori-life	動物生活・小鳥ライフ	ライフ→life
doubutsu-seikatsu-neko-life	動物生活 猫ライフ	ライフ→life
doubutsu-seikatsu-shoudoubutsu-life	動物生活・小動物ライフ	ライフ→life
dougenzaka-street	道玄坂ストリート	ストリート→street
doukutsu-game	洞窟ゲーム	ゲーム→game
doukutsu-ou-kara-hajimeru-rakuen-life-bannounosaikutsusukirudesaikyouni	洞窟王からはじめる楽園ライフ	ライフ→life
dragon-ball-sd	ドラゴンボールSD	ドラゴンボール→dragon-ball
dragon-ball-super	ドラゴンボール超(スーパー)	ドラゴンボール→dragon-ball; スーパー→super
dragon-ball	ドラゴンボール	ドラゴンボール→dragon-ball
dragon-bugyou	ドラゴン奉行	ドラゴン→dragon
dragon-girl	ドラゴン☆ガール	ドラゴン→dragon; ガール→girl
dragon-ie-o-kau	ドラゴン、家を買う。	ドラゴン→dragon
dragon-kabushiki-kaisha	ドラゴン株式会社	ドラゴン→dragon
dragon-ken	ドラゴン拳	ドラゴン→dragon
dragon-kishidan	ドラゴン騎士団	ドラゴン→dragon
dragon-league	ドラゴンリーグ	ドラゴンリーグ→dragon-league
dragon-musume-ni-naritakunai	ドラゴン娘になりたくないっ!	ドラゴン→dragon
dragon-musume-no-doko-demonai-zone	ドラゴン娘のどこでもないゾーン	ドラゴン→dragon
dragon-ni-sand-hikareta-ore-no-tensei-shokunin-life	ドラゴンに三度轢かれた俺の転生職人ライフ	ドラゴン→dragon; ライフ→life
dragon-no-kuni-no-ouji-sama	ドラゴンの国の王子さま	ドラゴン→dragon
dragon-no-omawari-san	ドラゴンのおまわりさん	ドラゴン→dragon
dragon-sama-tabecha-dame	ドラゴン様、食べちゃダメ	ドラゴン→dragon
dragon-yashinatte-kudasai	ドラゴン養ってください	ドラゴン→dragon
dragon	ドラゴン	ドラゴン→dragon
dream-club-destiny	ドリームクラブdestiny	ドリームクラブ→dream-club
dream-dorankaazu	ドリーム☆ドランカーズ	ドリーム→dream
dream-hunter-rem-alternative	ドリームハンター麗夢alternative	ドリームハンター→dream-hunter
dream-jumbo-girl	ドリーム☆ジャンボ☆ガール	ドリーム→dream; ガール→girl
dream-kamen	ドリーム仮面	ドリーム→dream
dream-king	ドリームキングⓇ	ドリームキング→dream-king
dream-life-yume-no-isekai-seikatsu	ドリーム・ライフ夢の異世界生活	ドリーム・ライフ→dream-life
dream-road	ドリームロード	ドリームロード→dream-road
dream-shokunin	ドリーム職人	ドリーム→dream
dream-street	ドリーム❤ストリート	ドリーム→dream; ストリート→street
dream	ドリーム	ドリーム→dream
duel-masters-fighter-honoo	D・Mファイター焔	ファイター→fighter
dungeon-harem-master	ダンジョン+ハーレム+マスター	マスター→master
e-crisis	Eクライシス	クライシス→crisis
eagle	イーグル	イーグル→eagle
earth-furonteia-e-youkoso	アース☆フロンティアへようこそ☆	アース→earth
eb-star	Eb★スター	スター→star
ebigawachou-no-youkai-cafe	えびがわ町の妖怪カフェ	カフェ→cafe
edogawa-king	江戸川キング	キング→king
edokko-boy-gatten-tasuke	江戸っ子ボーイ がってん太助	ボーイ→boy
edomae-elf	江戸前エルフ	エルフ→elf
eejiento-mokusei	エージェント木星	エージェント→agent
eensy-weensy-monster	eensy-weensyモンスター	モンスター→monster
eguchi-hisashi-no-okuradashi-yoruyou-super	江口寿史のお蔵出し夜用スーパー	スーパー→super
eguchi-san-wa-geemunou	江口さんはゲーム脳	ゲーム→game
eigyou-smile-danjo	営業スマイル男女	スマイル→smile
eikaiwa-school-wars	英会話スクールウォーズ	スクールウォーズ→school-wars
ekiden-otoko-project	駅伝男子プロジェクト	プロジェクト→project
elf-17	エルフ・17	エルフ・→elf
elf-dorei-to-kizuku-dungeon-harem	エルフ奴隷と築くダンジョンハーレム	エルフ→elf
elf-koshien	エルフ甲子園	エルフ→elf
elf-no-koubi	エルフの交尾	エルフ→elf
elf-o-karu-monotachi-2	エルフを狩るモノたち2	エルフ→elf
elf-o-karu-monotachi	エルフを狩るモノたち	エルフ→elf
elf-san-wa-yaserarenai	エルフさんは痩せられない。	エルフ→elf
elf-sensei-no-toire-wa-doko-desuka	エルフ先生のトイレはどこですか?	エルフ→elf
elf-tensei-kara-no-cheat-kenkokuki	エルフ転生からのチート建国記	エルフ→elf
elf-to-bike-to-teikoku-chiri-chousain-to	エルフとバイクと帝国地理調査員と	エルフ→elf
elf-to-hitotsu-yane-no-shita	エルフとひとつ屋根の下	エルフ→elf
elf-to-shuryoushi-no-item-koubou	エルフと狩猟士のアイテム工房	エルフ→elf
elf	エルフ	エルフ→elf
elkon-bocchi-elf-no-konkatsu-nikki	エル婚!～ぼっちエルフの婚活日記～	エルフ→elf
enjierunokodou	エンジェルの鼓動	エンジェル→angel
erekutorikku-road-kenbunroku	電気ロード見聞録	ロード→road
ero-manga-sensei-elf-elf-daisensei-no-koisuru-junshin-gohan	エロマンガ先生山田エルフ大先生の恋する純真ごはん	エルフ→elf
eroge-sekai-ni-tensei-ore-ga-oshi-heno-ai-de-netorare-heroine-o-shiawase-ni-suru	エロゲ世界に転生した俺が、推しへの愛で寝取られヒロインを幸せにする。	ヒロイン→heroine
erogeya-sister	えろげや×シスター	シスター→sister
eru-eru-sister	える・えるシスター	シスター→sister
erufuyome-to-hajimeru-isekai-ryoushu-seikatsu	エルフ嫁と始める異世界領主生活	エルフ→elf
erufuyu-tsukaraba	エルフ湯つからば	エルフ→elf
esuenuesu-police-no-esuenuesu-nyuumon	SNSポリスのSNS入門	ポリス→police
esuesu-couple-wa-senobi-o-shite-mitai	SSカップルは背伸びをしてみたい	カップル→couple
esukyuu-guild-o-tsuihousareta-sareta-kedo-jitsu-wa-ore-dake-dragon-no-kotoba-ga-wakaru-no-de	S級ギルドを追放されたけど、実は俺だけドラゴンの言葉がわかるので、気付いたときには竜騎士の頂点を極めてました。	ドラゴン→dragon
