slug	title	版type	label	最大ギャップ年	pattern	飛び位置	年範囲	vol1状態	巻数
hanaichimonme	花いちもんめ	standard	通常版	12	OLD_FIRST	v1(1989)→v2(2001)	1989-2001		2
heba-hello-chan	へば!Helloちゃん	standard	通常版	12	OLD_FIRST	v1(1992)→v2(2004)	1992-1994		4
hyouryuu-kyoushitsu	漂流教室	standard	通常版	12	MID_GAP	v8(1975)→v9(1987)	1974-1975		11
joker-1998	Joker	standard	通常版	12	OLD_FIRST	v1(1987)→v2(1999)	1987-1999		2
joker-2012	JOKER	standard	通常版	12	OLD_FIRST	v2(1999)→v3(2012)	1987-2012		3
joker	JOKER	standard	通常版	12	OLD_FIRST	v2(1999)→v3(2019)	1987-2024		7
kaibutsu-kun-1988	怪物くん	standard	通常版	12	OLD_FIRST	v1(1968)→v2(1980)	1968-1989	ISBN無	21
kaibutsu-kun	怪物くん	standard	通常版	12	OLD_FIRST	v1(1968)→v2(1980)	1968-1988	ISBN無	14
kamuigaiden	カムイ外伝	bunkobon	文庫版	12	MID_GAP	v3(1976)→v4(1988)	1976-1989	ISBN無	19
kaze-no-fille	風のフィユ	standard	通常版	12	OLD_FIRST	v1(1981)→v2(1993)	1981-1993	ISBN無	2
kazenowatokinowasunanowa	風の輪・時の和・砂の環	standard	通常版	12	OLD_FIRST	v1(1984)→v6(1996)	1984-1996		2
kishiwada-shounen-gurentai	岸和田少年愚連隊	standard	通常版	12	OLD_FIRST	v1(1997)→v2(2009)	1997-2009		2
koma-ga-mau	駒が舞う	standard	通常版	12	MID_GAP	v2(1973)→v3(1985)	1985-1985	ISBN無	5
kugishi-sabuyan	釘師サブやん	standard	通常版	12	OLD_FIRST	v1(1971)→v2(1983)	1971-1983	ISBN無	7
kyouhaku-dogguzu	キョウハクDOG'S	standard	通常版	12	OLD_FIRST	v1(2005)→v7(2017)	2005-2017		2
maguma-taishi	マグマ大使	standard	通常版	12	MID_GAP	v2(1968)→v3(1980)	1968-1980	ISBN無	3
makuranosoushi	枕草子	standard	通常版	12	OLD_FIRST	v2(1995)→v3(2011)	1983-2011	ISBN無	3
mama-1998	MAMA	standard	通常版	12	OLD_FIRST	v1(1986)→v2(1998)	1986-1998	ISBN無	2
matarou-ga-kuru-2020	魔太郎がくる!!	standard	通常版	12	MID_GAP	v13(1976)→v14(1988)	1973-1988	ISBN無	14
matarou-ga-kuru	魔太郎がくる!!	standard	通常版	12	MID_GAP	v13(1976)→v14(1988)	1973-1988	ISBN無	14
milk-time-ni-sasayaite	ミルクタイムにささやいて	standard	通常版	12	MID_GAP	v7(1984)→v8(1996)	1982-1996		9
naniwayu-ukyouden	なにわ遊侠伝	standard	通常版	12	MID_GAP	v9(1989)→v14(2001)	1987-2002		24
omega-7	Omega 7	standard	通常版	12	OLD_FIRST	v1(1994)→v2(2006)	1994-2002		6
oni-no-bukichi	鬼の武吉	standard	通常版	12	OLD_FIRST	v1(1987)→v3(1999)	1987-1999	ISBN無	2
oruchuban-ebichu	おるちゅばんエビちゅ	standard	通常版	12	MID_GAP	v2(1994)→v13(2006)	1992-2007		4
ribbon-no-kishi-nakayoshi-orijinaruban-fukkoku-daizenshuu	リボンの騎士 ≪なかよしオリジナル版	standard	通常版	12	OLD_FIRST	v1(2004)→v3(2016)	2004-2016		3
rikon-todoke	離婚届	standard	通常版	12	OLD_FIRST	v1(1991)→v2(2003)	1991-1992		3
rokkuboukenki	ロック冒険記	standard	通常版	12	OLD_FIRST	v1(1955)→v2(1967)	1955-1956	ISBN無	3
ryouta	良太	standard	通常版	12	OLD_FIRST	v1(1986)→v2(1998)	1986-1998		2
saigou-takamori	西郷隆盛	standard	通常版	12	OLD_FIRST	v1(1977)→v2(1989)	1977-1990	ISBN無	8
saiyuuki-den-daienou	西遊奇伝大猿王	standard	通常版	12	OLD_FIRST	v1(1998)→v2(2010)	1998-2010		2
secret	Secret	standard	通常版	12	OLD_FIRST	v1(2002)→v2(2014)	2002-2015	ISBN無	3
sensei-sayounara	先生さようなら.	standard	通常版	12	OLD_FIRST	v1(2012)→v2(2024)	2012-2024		2
sex	SEX	standard	通常版	12	MID_GAP	v2(1993)→v3(2005)	1989-2005		7
shinrei-jikkyou-chuukei-special	心霊実況中継スペシャル	standard	通常版	12	OLD_FIRST	v1(2007)→v2(2019)	2007-2019		2
shurayukihime	修羅雪姫	standard	通常版	12	MID_GAP	v3(1973)→v4(1985)	1985-1985	ISBN無	5
soorujaa	葬流者	standard	通常版	12	OLD_FIRST	v1(1973)→v2(1985)	1973-1986	ISBN無	11
taiheiki-1995	太平記	standard	通常版	12	OLD_FIRST	v1(1983)→v2(1995)	1983-1996	ISBN無	3
tayama-yukinori-pachipuro-nikki	田山幸憲パチプロ日記	standard	通常版	12	MID_GAP	v3(1998)→v4(2010)	1996-2010		4
tenchi-souzou	天地創造	standard	通常版	12	OLD_FIRST	v1(1985)→v2(1997)	1985-1997	ISBN無	2
tenshi-no-tamago	天使のたまご	standard	通常版	12	MID_GAP	v2(1993)→v3(2005)	1993-2005		3
the-cockpit	ザ・コクピット	bunkobon	文庫版	12	MID_GAP	v7(1986)→v8(1998)	1984-2005		11
the-kureetaa	ザ・クレーター	standard	通常版	12	MID_GAP	v2(1970)→v3(1982)	1970-1982	ISBN無	3
tsurezuregusa	徒然草	standard	通常版	12	OLD_FIRST	v1(1983)→v2(1995)	1983-1995	ISBN無	2
tsuri-baka-tachi	釣りバカたち	standard	通常版	12	MID_GAP	v3(1979)→v4(1991)	1973-1991	ISBN無	7
udon-no-hito	うどんの女	standard	通常版	12	OLD_FIRST	v1(2011)→v2(2023)	2011-2026		3
uewoshitahenojiretta	上を下へのジレッタ	standard	通常版	12	OLD_FIRST	v1(1971)→v2(1983)	1971-1983	ISBN無	2
ura-deka	うら刑事	standard	通常版	12	MID_GAP	v2(1981)→v3(1993)	1993-1985		7
yajikita-gakuen-douchuuki	やじきた学園道中記	standard	通常版	12	MID_GAP	v22(1992)→v23(2004)	1983-2006		29
1pondonofukuin	1ポンドの福音	standard	通常版	11	MID_GAP	v3(1996)→v4(2007)	1989-2007		4
akogare	あこがれ	standard	通常版	11	MID_GAP	v4(1975)→v5(1986)	1975-1986	ISBN無	5
arashi-no-destiny	嵐のデスティニィ	standard	通常版	11	OLD_FIRST	v1(1991)→v2(2002)	1991-2012		7
arekusandaa-daiou	アレクサンダー大王	standard	通常版	11	OLD_FIRST	v1(1998)→v2(2009)	1998-2011		3
asagiironodensetsu	あさぎ色の伝説	standard	通常版	11	MID_GAP	v3(1979)→v4(1990)	1979-1990	ISBN無	4
black-jack	ブラック・ジャック	standard	通常版	11	MID_GAP	v24(1984)→v25(1995)	1974-1995	ISBN無	25
daisannogokudou	第三の極道	standard	通常版	11	MID_GAP	v6(1994)→v7(2005)	1991-1997	ISBN無	10
dogs	DOGS	standard	通常版	11	OLD_FIRST	v1(2001)→v7(2012)	2001-2014		5
doubt-amano-2012	Doubt!	standard	通常版	11	OLD_FIRST	v1(2002)→v2(2013)	2002-2014		4
douki	童鬼	standard	通常版	11	OLD_FIRST	v1(1987)→v2(1998)	1987-1998		2
fairy-tail-chronicle	フェアリーテイル・クロニクル	standard	通常版	11	MID_GAP	v6(2014)→v7(2025)	2021-2026		8
gakken-manga-nippon-no-rekishi	学研まんが 日本の歴史	standard	通常版	11	MID_GAP	v16(1982)→v17(1993)	1991-1993		6
gallery-fake	ギャラリーフェイク	standard	通常版	11	MID_GAP	v32(2005)→v33(2016)	1992-2026		40
getter-robo	ゲッターロボ	standard	通常版	11	OLD_FIRST	v1(1974)→v2(1985)	1974-1985	ISBN無	5
glass-no-kamen	ガラスの仮面	bunkobon	文庫版	11	MID_GAP	v23(1999)→v24(2010)	1994-2016		27
hakaba-kitarou	墓場鬼太郎	standard	通常版	11	OLD_FIRST	v1(1986)→v2(1997)	1986-1997		6
hard-nuts	ハードナッツ	standard	通常版	11	OLD_FIRST	v1(2010)→v5(2021)	2010-2021		2
hatarake-onee-san	働け!おねえさん	standard	通常版	11	OLD_FIRST	v1(2011)→v2(2022)	2011-2025		3
i-city	アイ・シティ	standard	通常版	11	MID_GAP	v2(1985)→v3(1996)	1984-1996	ISBN無	3
ikichiwosuuyoujo	生血を吸う幼女	standard	通常版	11	OLD_FIRST	v1(1975)→v2(1986)	1975-1986	ISBN無	2
ikkimandara	一輝まんだら	standard	通常版	11	MID_GAP	v2(1979)→v3(1990)	1979-1990		3
intron-depot	INTRON DEPOT	standard	通常版	11	OLD_FIRST	v1(1992)→v3(2003)	1992-2013		5
kaidan-koiningyou	怪談恋人形	standard	通常版	11	OLD_FIRST	v1(1973)→v2(1984)	1973-1984	ISBN無	2
kan-chan	カンちゃん	standard	通常版	11	OLD_FIRST	v1(2014)→v2(2025)	2014-2025		2
kateinihoero	家庭にほえろ	standard	通常版	11	MID_GAP	v2(1985)→v3(1996)	1984-1996	ISBN無	3
kaze-hikaru-1997	風光る	bunkobon	文庫版	11	MID_GAP	v12(2011)→v13(2022)	2007-2022		23
kenkaku-shoubai	剣客商売	standard	通常版	11	MID_GAP	v5(1999)→v6(2010)	1998-2026		53
kigekishinshisoutaikei	喜劇新思想大系	standard	通常版	11	OLD_FIRST	v1(1973)→v2(1984)	1973-1992	ISBN無	3
let-s-la-gon	レッツラ・ゴン	standard	通常版	11	OLD_FIRST	v6(1973)→v7(1999)	1973-2001	ISBN無	12
maia	まいあ	standard	通常版	11	MID_GAP	v4(2009)→v5(2020)	2006-2022		7
miyazawa-kenji-mangakan	宮沢賢治・漫画館	standard	通常版	11	OLD_FIRST	v1(1985)→v3(1996)	1985-1996		2
nyohanbou	女犯坊	standard	通常版	11	MID_GAP	v3(1998)→v4(2009)	1997-2009		4
ozu-no-mahoutsukai	オズの魔法使い	standard	通常版	11	OLD_FIRST	v1(1998)→v2(2009)	1998-2009		3
ramen-saiyuuki	らーめん才遊記	standard	通常版	11	MID_GAP	v11(2014)→v12(2025)	2010-2026		14
ren-ai	REN-AI	standard	通常版	11	MID_GAP	v2(1989)→v3(2000)	1989-2002		4
saitou-takao-x-ikenami-shoutarou-jidai-gekiga-special	さいとう・たかを×池波正太郎時代劇画	standard	通常版	11	OLD_FIRST	v1(2014)→v2(2025)	2014-2026		8
senkuu-no-tamashii	戦空の魂	deluxe	デラックス版	11	OLD_FIRST	v1(1995)→v2(2006)	1995-2009		3
sennen-no-yuki	千年の雪	standard	通常版	11	MID_GAP	v2(2002)→v3(2013)	2001-2014		4
shirley	シャーリー	standard	通常版	11	OLD_FIRST	v1(2003)→v2(2014)	2003-2014		2
shisetsutantei-akai-kiba	私設探偵赤い牙	standard	通常版	11	OLD_FIRST	v1(1980)→v2(1991)	1980-1981	ISBN無	3
shounen-jidai	少年時代	standard	通常版	11	MID_GAP	v2(1979)→v3(1990)	1990-1979		5
tako-no-hatsu-chan	蛸の八ちゃん	standard	通常版	11	OLD_FIRST	v1(1949)→v2(1960)	1949-1960	ISBN無	4
torufan-no-nishi	トルファンの西	standard	通常版	11	OLD_FIRST	v1(1991)→v2(2002)	1991-1993		3
touhai	凍牌	standard	通常版	11	OLD_FIRST	v1(2007)→v2(2018)	2007-2011		12
tsuge-yoshiharu-senshuu	つげ義春選集	standard	通常版	11	MID_GAP	v8(1969)→v9(1980)	1986-1981		10
tytus-romek-i-a-tomek	Tytus Romek i A′To	standard	通常版	11	OLD_FIRST	v9(1974)→v17(1985)	1974-1985		2
umanari-1-haron-theater	馬なり1ハロン劇場	standard	通常版	11	MID_GAP	v14(2000)→v34(2011)	1992-2017		25
worst-gaiden	WORST外伝	standard	通常版	11	OLD_FIRST	v1(2009)→v2(2020)	2009-2020		2
yajikita-gakuen-douchuuki	やじきた学園道中記	bunkobon	文庫版	11	MID_GAP	v14(2001)→v16(2012)	1999-2012		17
yaksa	YAKSA	standard	通常版	11	MID_GAP	v3(1980)→v4(1991)	1980-1993	ISBN無	7
amaterasu	アマテラス	standard	通常版	10	MID_GAP	v3(1991)→v4(2001)	1987-2001		4
bakeru-kun	バケルくん	standard	通常版	10	MID_GAP	v2(1978)→v3(1988)	1978-1988	ISBN無	3
boukenou-biito	冒険王ビィト	standard	通常版	10	MID_GAP	v12(2006)→v13(2016)	2002-2026		19
dabide-no-hoshi	堕靡泥の星	standard	通常版	10	MID_GAP	v6(1975)→v13(1985)	1973-1985	ISBN無	20
daboshatsunoten	ダボシャツの天	standard	通常版	10	OLD_FIRST	v2(1984)→v3(2000)	1974-2000	ISBN無	7
doll-shibai	人形芝居	standard	通常版	10	MID_GAP	v3(2008)→v4(2018)	1998-2018		4
edge	Edge	standard	通常版	10	OLD_FIRST	v1(1997)→v2(2007)	1997-2008		3
fate-strange-fake	Fate/strange Fake	standard	通常版	10	MID_GAP	v2(2016)→v3(2026)	2014-2026		3
fight-2000	Fight!	standard	通常版	10	MID_GAP	v2(1990)→v3(2000)	1990-2000		4
fushigi-na-melmo	ふしぎなメルモ	standard	通常版	10	OLD_FIRST	v1(1984)→v2(1994)	1984-1994		2
giniro-no-shiyousei	銀色の照星	standard	通常版	10	OLD_FIRST	v1(1979)→v2(1989)	1979-1989		2
grateful-dead	グレイトフルデッド	standard	通常版	10	MID_GAP	v2(2004)→v3(2014)	2003-2014		3
hamuko-mairu	はむこ参る!	standard	通常版	10	OLD_FIRST	v1(1996)→v2(2006)	1996-2006		2
haruchin	ハルチン	standard	通常版	10	OLD_FIRST	v1(1998)→v2(2008)	1998-2008		2
i-l	I.L	standard	通常版	10	OLD_FIRST	v1(1972)→v2(1982)	1972-1982	ISBN無	2
iguna-cross-reigoueki	イグナクロス零号駅	standard	通常版	10	OLD_FIRST	v1(2000)→v2(2010)	2000-2012		5
kantouheiya	関東平野	standard	通常版	10	MID_GAP	v3(1979)→v4(1989)	1978-1989	ISBN無	4
karate-baka-ichidai-1972	空手バカ一代	standard	通常版	10	MID_GAP	v3(1972)→v4(1982)	1972-1977	ISBN無	23
katte-ni-shiyagare-konno-2002	勝手にしやがれ	standard	通常版	10	OLD_FIRST	v1(1993)→v2(2003)	1993-2003		2
kawauso-wa-boku-no-yome	かわうそは僕の嫁	standard	通常版	10	OLD_FIRST	v1(2013)→v2(2023)	2013-2023		2
mahoutsukai-sally	魔法使いサリー	standard	通常版	10	OLD_FIRST	v1(1970)→v2(1980)	1970-1980	ISBN無	3
miyamoto-musashi-1985	宮本武蔵	standard	通常版	10	MID_GAP	v2(1984)→v3(1994)	1984-1985	ISBN無	10
miyamoto-musashi	宮本武蔵	standard	通常版	10	OLD_FIRST	v1(1974)→v2(1984)	1974-1974	ISBN無	3
nanairo-inko	七色いんこ	standard	通常版	10	MID_GAP	v4(1982)→v5(1992)	1981-1982	ISBN無	7
neboke-jinsei	ねぼけ人生	standard	通常版	10	OLD_FIRST	v1(1982)→v3(1992)	1982-1992	ISBN無	2
nekokkaburi-generation	猫っかぶりゼネレーション	standard	通常版	10	OLD_FIRST	v1(1985)→v3(1995)	1985-1995	ISBN無	2
ningen-konchuuki	人間昆虫記	standard	通常版	10	OLD_FIRST	v1(1973)→v2(1983)	1973-1983	ISBN無	2
ningendomo-atsumare	人間ども集まれ!	standard	通常版	10	OLD_FIRST	v1(1968)→v2(1978)	1968-1968	ISBN無	3
nishimura-shinobu-no-kobe-motomachi-shimoyamate-dress	西村しのぶの神戸・元町“下山手ドレス	standard	通常版	10	OLD_FIRST	v2(2011)→v3(2026)	2001-2026		3
nude-mihiro-2010	Nude	standard	通常版	10	OLD_FIRST	v1(2000)→v2(2010)	2000-2010		2
ookami-no-seiza	狼の星座	standard	通常版	10	MID_GAP	v3(1975)→v4(1985)	1975-1976	ISBN無	6
ore-no-koshien	俺の甲子園	standard	通常版	10	MID_GAP	v8(1976)→v9(1986)	1986-1976		10
osomatsu-kun	おそ松くん	bunkobon	文庫版	10	MID_GAP	v7(1995)→v8(2005)	1995-2005		22
osuteki-darling	お素敵ダーリン	standard	通常版	10	MID_GAP	v2(2005)→v3(2015)	2004-2015		3
ou-sama-no-shitateya	王様の仕立て屋	standard	通常版	10	MID_GAP	v11(2006)→v12(2016)	2012-2024		19
pokonyan	ポコニャン	standard	通常版	10	OLD_FIRST	v1(1978)→v2(1988)	1978-1978	ISBN無	3
purogorufaa-saru	プロゴルファー猿	standard	通常版	10	OLD_FIRST	v1(1975)→v2(1985)	1975-1986	ISBN無	22
purogorufaasaru	プロゴルファー猿	standard	通常版	10	OLD_FIRST	v1(1975)→v2(1985)	1975-1986	ISBN無	22
qp	QP	standard	通常版	10	MID_GAP	v3(2000)→v4(2010)	1999-2010		9
shinishukakutoutaisen	真・異種格闘大戦	standard	通常版	10	OLD_FIRST	v1(2005)→v3(2015)	2005-2011	ISBN無	3
shishi-no-musume	獅子の娘	standard	通常版	10	OLD_FIRST	v1(1990)→v2(2000)	1990-1995		9
shura-no-toki	修羅の刻	standard	通常版	10	MID_GAP	v15(2006)→v16(2016)	1990-2025		24
silver-cross	シルバー・クロス	standard	通常版	10	MID_GAP	v4(1976)→v5(1986)	1970-1986	ISBN無	6
tanikamen	谷仮面	standard	通常版	10	MID_GAP	v2(1993)→v3(2003)	1993-1996		12
tsuzuki-wa-mata-yoru-ni	続きはまた夜に	standard	通常版	10	OLD_FIRST	v1(2014)→v2(2024)	2014-2024		2
umeboshi-denka	ウメ星デンカ	standard	通常版	10	MID_GAP	v3(1977)→v4(1987)	1977-1987	ISBN無	5
umi-no-tairiku-noa-plus	海の大陸NOA+	standard	通常版	10	MID_GAP	v2(1997)→v3(2007)	1997-2007		3
usagiotoko-toraotoko	兎オトコ虎オトコ	standard	通常版	10	MID_GAP	v2(2010)→v3(2020)	2009-2022		5
vaelber-saga	ヴェルバーサーガ	standard	通常版	10	MID_GAP	v2(1993)→v3(2003)	1990-2003		3
wild-adapter	WILD ADAPTER	standard	通常版	10	OLD_FIRST	v1(2001)→v2(2011)	2001-2015		7
yoso-wa-yoso-uchi-wa-uchi	よそはよそ、ウチはウチ	deluxe	デラックス版	10	OLD_FIRST	v1(2013)→v2(2023)	2013-2023		2
yume-de-aetara-1985	夢で逢えたら	standard	通常版	10	OLD_FIRST	v1(1985)→v2(1995)	1985-1999		16
ahiru-no-sora	あひるの空	standard	通常版	9	MID_GAP	v27(2001)→v28(2010)	2004-2018		50
aka-tan-ao-tan	紅たん碧たん	standard	通常版	9	OLD_FIRST	v1(1985)→v2(1994)	1985-1994		2
akuma-to-keiyaku	アクマと契約	deluxe	デラックス版	9	OLD_FIRST	v1(2016)→v3(2025)	2016-2025		2
bishoujo-suit-sailor-moon	美少女戦士セーラームーン	deluxe	デラックス版	9	OLD_FIRST	v1(1994)→v2(2003)	1994-2004		12
boy	BOY	standard	通常版	9	MID_GAP	v2(1984)→v3(1993)	1984-1999		33
champ	チャンプ	standard	通常版	9	OLD_FIRST	v1(1985)→v2(1994)	1985-1994	ISBN無	2
chibi-maruko-chan	ちびまる子ちゃん	standard	通常版	9	MID_GAP	v16(2009)→v17(2018)	1987-2022		18
chikyuu-bouei-shoujo-iko-chan	地球防衛少女イコちゃん	standard	通常版	9	OLD_FIRST	v1(1990)→v2(1999)	1990-1999		2
cobra-1995	Cobra	standard	通常版	9	MID_GAP	v12(2006)→v15(2015)	2014-2015		13
colors-2001	Colors	standard	通常版	9	MID_GAP	v3(1993)→v4(2002)	1992-2002		4
cross-2002	Cross	standard	通常版	9	OLD_FIRST	v1(1993)→v2(2002)	1993-2002	ISBN無	2
dageki-tenshi-ruri	打撃天使ルリ	standard	通常版	9	MID_GAP	v3(2000)→v4(2009)	1999-2009		4
diva	DIVA	bunkobon	文庫版	9	MID_GAP	v4(1999)→v5(2008)	1999-2008		5
doll-2000	DOLL	standard	通常版	9	OLD_FIRST	v1(2000)→v2(2009)	2000-2009		2
douchuushi	道中師	standard	通常版	9	MID_GAP	v3(1975)→v4(1984)	1973-1984	ISBN無	4
doughnuts-books	Doughnuts books	standard	通常版	9	MID_GAP	v32(1991)→v34(2000)	1987-2000		15
ef-a-fairy-tale-of-the-two	ef-a fairy tale of	standard	通常版	9	MID_GAP	v2(2006)→v10(2015)	2006-2015		3
enkiriya-de-gozaimasu	縁切り屋でございます	standard	通常版	9	OLD_FIRST	v1(2000)→v2(2009)	2000-2009		2
faibu-star-stories	ファイブスター物語	standard	通常版	9	MID_GAP	v12(2006)→v13(2015)	1987-2025		18
genji-monogatari-1989	源氏物語	standard	通常版	9	OLD_FIRST	v1(1973)→v2(1982)	1973-1982	ISBN無	3
genji-monogatari-1995	源氏物語	standard	通常版	9	OLD_FIRST	v1(1973)→v2(1982)	1973-1982	ISBN無	3
genji-monogatari-2011	源氏物語	standard	通常版	9	OLD_FIRST	v1(1973)→v2(1982)	1973-1982	ISBN無	3
genji-monogatari-2023	源氏物語	standard	通常版	9	OLD_FIRST	v1(1973)→v2(1982)	1973-1982	ISBN無	3
genji-monogatari-egawa-1991	源氏物語	standard	通常版	9	OLD_FIRST	v3(1982)→v4(2003)	1973-2005	ISBN無	7
genji-monogatari-masaki-1983	源氏物語	standard	通常版	9	OLD_FIRST	v1(1973)→v2(1982)	1973-1982	ISBN無	3
genji-monogatari-miyagi-2010	源氏物語	standard	通常版	9	OLD_FIRST	v1(1973)→v2(1982)	1973-1982	ISBN無	3
genji-monogatari-shikibu-2013	源氏物語	standard	通常版	9	OLD_FIRST	v1(1973)→v2(1982)	1973-1982	ISBN無	3
genji-monogatari-shin-1991	源氏物語	standard	通常版	9	OLD_FIRST	v1(1973)→v2(1982)	1973-1982	ISBN無	3
genji-monogatari-yanagawa-1989	源氏物語	standard	通常版	9	OLD_FIRST	v1(1973)→v2(1982)	1973-1982	ISBN無	3
genji-monogatari	源氏物語	standard	通常版	9	OLD_FIRST	v1(1973)→v2(1982)	1973-1991	ISBN無	10
gold-2004	GOLD	standard	通常版	9	OLD_FIRST	v1(1995)→v9(2004)	1995-2004		2
gomenasobase	ごめんあそばせ	standard	通常版	9	MID_GAP	v2(1999)→v3(2008)	1999-2008		3
hana-no-deka	花の慶次	standard	通常版	9	MID_GAP	v18(1993)→v20(2002)	1990-2002		19
hissatsu-shioki-nagaya	必殺仕置長屋	standard	通常版	9	MID_GAP	v2(2005)→v3(2014)	2014-2014		3
hissatsu-yami-doushin	必殺闇同心	standard	通常版	9	MID_GAP	v2(2009)→v3(2018)	2009-2018		3
hyper-anna	ハイパーあんな	standard	通常版	9	MID_GAP	v3(1995)→v4(2004)	1994-2004		4
isekai-meikyuu-no-saishinbu-o-mezasou	異世界迷宮の最深部を目指そう	standard	通常版	9	MID_GAP	v7(2016)→v8(2025)	2020-2025		8
joumon-shounen-yogi	縄文少年ヨギ	standard	通常版	9	OLD_FIRST	v1(1976)→v2(1985)	1976-1985	ISBN無	2
kaidanfutariiwa-sama	怪談ふたり岩さま	standard	通常版	9	MID_GAP	v2(1976)→v3(1985)	1975-1985	ISBN無	3
kanamen-tantei-gen	鉄面探偵ゲン	standard	通常版	9	MID_GAP	v2(1976)→v3(1985)	1976-1985	ISBN無	3
kesshougarasu	血笑鴉	standard	通常版	9	OLD_FIRST	v1(1975)→v2(1984)	1975-1975	ISBN無	3
kubikiri-asa	首斬り朝	standard	通常版	9	OLD_FIRST	v1(1972)→v2(1981)	1972-1982	ISBN無	12
kujira-damashii	鯨魂	standard	通常版	9	MID_GAP	v6(1976)→v7(1985)	1976-1985	ISBN無	10
kurekure-tama-chan	GIVE ME たまちゃん!	standard	通常版	9	MID_GAP	v2(1990)→v3(1999)	1990-1999	ISBN無	3
kyou-no-hayakawa-san	今日の早川さん	standard	通常版	9	MID_GAP	v3(2010)→v4(2019)	2007-2019		4
mahou-shoujo-ikusei-keikaku-f2p	魔法少女育成計画F2P	standard	通常版	9	MID_GAP	v2(2017)→v3(2026)	2016-2026		4
manga-tengoku-doujou	マンガ天国道場	standard	通常版	9	OLD_FIRST	v1(2005)→v2(2014)	2005-2014		2
mobile-shinseiki-gundam-ekkusu	機動新世紀ガンダムX	standard	通常版	9	MID_GAP	v3(1997)→v4(2006)	1996-2006		4
mobile-suit-gundam-seed-astray	機動戦士ガンダムSEED ASTRA	standard	通常版	9	MID_GAP	v3(2004)→v4(2013)	2003-2013		6
mobile-suit-z-gundam	機動戦士Zガンダム	standard	通常版	9	OLD_FIRST	v1(1985)→v2(1994)	1985-1986		4
mousou-tribute	妄想トリビュート	standard	通常版	9	OLD_FIRST	v1(2010)→v2(2019)	2010-2019		2
munekatakyoujudenkikou	宗像教授伝奇考	standard	通常版	9	MID_GAP	v6(1999)→v7(2008)	1996-2008		8
nidaime-kumotori-zanpei	二代目雲盗り暫平	standard	通常版	9	OLD_FIRST	v1(2012)→v2(2021)	2012-2021		2
ninja-hishou	忍者飛翔	standard	通常版	9	OLD_FIRST	v1(1986)→v2(1995)	1986-1995		2
obake-no-qtarou	オバケのQ太郎	standard	通常版	9	MID_GAP	v6(1977)→v7(1986)	1969-1987	ISBN無	20
old-boy-ruuzu-senki	オールド・ボーイ ルーズ戦記	standard	通常版	9	MID_GAP	v4(2005)→v5(2014)	2004-2014		8
ore-nimo-kure	俺にもくれ	standard	通常版	9	MID_GAP	v2(1990)→v3(1999)	1990-1999		3
orurerian-no-kishihime	オルレリアンの騎士姫	standard	通常版	9	OLD_FIRST	v1(2010)→v2(2019)	2010-2019		2
plamo-kyoushirou	プラモ狂四郎	deluxe	デラックス版	9	MID_GAP	v3(1990)→v4(1999)	1999-1999		9
poketsuto-no-naka-no-0080-sou	機動戦士ガンダム0080	standard	通常版	9	OLD_FIRST	v1(1989)→v2(1998)	1989-1998	ISBN無	2
ps-genki-desu-shunpei	P.S.元気です、俊平	deluxe	デラックス版	9	MID_GAP	v4(1990)→v5(1999)	1990-1991		9
raika	雷火	standard	通常版	9	OLD_FIRST	v1(1988)→v2(1997)	1988-1999		21
rockomanga	ROCKOMANGA!	standard	通常版	9	OLD_FIRST	v1(2013)→v2(2022)	2013-2022		2
seishunsanmyaku	青春山脈	standard	通常版	9	MID_GAP	v2(1977)→v3(1986)	1977-1986	ISBN無	9
shikou-shounen	思考少年	standard	通常版	9	MID_GAP	v2(1997)→v3(2006)	1997-2006		3
shinsei-motemote-oukoku	神聖モテモテ王国	standard	通常版	9	MID_GAP	v6(1999)→v7(2008)	1997-2008		7
shuudoushi-falco	修道士ファルコ	standard	通常版	9	OLD_FIRST	v2(2001)→v3(2013)	1992-2015		5
sp-2000	SP	standard	通常版	9	MID_GAP	v2(2001)→v3(2010)	2000-2012		7
tensai-yanagisawa-kyouju-no-seikatsu	天才柳沢教授の生活	bunkobon	文庫版	9	MID_GAP	v12(2004)→v13(2013)	2001-2014		17
to-heart-2	To heart 2	standard	通常版	9	MID_GAP	v3(2000)→v4(2009)	1998-2009		5
tobaku-datenroku-kaiji	賭博堕天録カイジ	standard	通常版	9	MID_GAP	v13(2008)→v14(2017)	2004-2018		17
vampire-miyu	吸血姫美夕	standard	通常版	9	OLD_FIRST	v1(1989)→v2(1998)	1989-2002		10
vampire-yui	吸血姫夕維	standard	通常版	9	MID_GAP	v5(1996)→v6(2005)	1990-2005		8
yami-no-matsuei	闇の末裔	standard	通常版	9	MID_GAP	v11(2001)→v12(2010)	1997-2017		13
yorinuki-sazae-san	よりぬきサザエさん	standard	通常版	9	OLD_FIRST	v12(1980)→v13(2013)	1972-2013	ISBN無	13
yuukan-club	有閑倶楽部	bunkobon	文庫版	9	MID_GAP	v10(2002)→v11(2011)	2000-2011		11
aa-itoshi-no-banchou-sama	あぁ愛しの番長さま	standard	通常版	8	MID_GAP	v5(2009)→v6(2017)	2006-2018		8
agharta	AGHARTA	standard	通常版	8	OLD_FIRST	v3(1984)→v4(2000)	1976-2017	ISBN無	11
