slug	title	db	ndl	s2	fill_isbns	class
yamafuji-shouji-no-black-anguru	山藤章二のブラック=アングル	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 5, 6, 7, 8, 9, 10, 11, 12, 13]		CONT
yamaoku-sodachi-no-ore-no-yururi-isekai-seikatsu	山奥育ちの俺のゆるり異世界生活	[2, 3]	[1, 2, 3]	[2, 3]	1:9784813764144	FILL
yamiochi-yuusha-no-haishin-haishin-tsuihousareta-sare-kakushi-bosu-beya-ni-hourikomareta-kekka-bosu	闇堕ち勇者の背信配信～追放され、隠しボス部屋に放り込	[2, 3, 4]	[1, 2, 3, 4]	[2, 3, 4]	1:9784098537082	FILL
yandere-mahoutsukai-wa-sekizou-no-otome-shika-aisenai	ヤンデレ魔法使いは石像の乙女しか愛せない	[3, 4, 5]	[1, 2, 3, 4, 5]	[3, 4, 5]	1:9784801925557;2:9784801944442	FILL
yatara-yarashii-fukami-kun	やたらやらしい深見くん	[2, 3, 4]	[]	[3, 4]		NDL_NONE
yonigeya-nikki	夜逃げ屋日記	[2, 4, 5]	[1, 2, 3, 4, 5]	[2, 4, 5]	1:9784046826169;3:9784046839909	FILL
yoru-10-ji-kara-wa-sunao-ni-oborete	夜10時からは素直に溺れて	[2, 3]	[1, 2, 3]	[0, 2, 3]		CONT
yoru-shibari-oobaado	夜縛◆夜明曲(オーバード)	[3, 4, 5, 6, 7, 8, 9]	[1, 2, 3, 4, 5, 6, 7, 8, 9]	[3, 4, 5, 6, 7, 8, 9]	1:9784040693040;2:9784040698373	FILL
youma-no-fuuin	妖魔の封印	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		CONT
young-shima-kousaku-shuninhen	ヤング島耕作 主任編	[1, 2, 3, 4]	[1, 2, 3, 4]	[1, 2, 3]		CONT
yume-de-aetara-2000	夢で逢えたら	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[]	[1, 2, 3, 4, 5, 6, 7, 8, 17]		NDL_NONE
yume-ha-taafu-o-kakemeguru	夢はターフを駆けめぐる	[4, 6, 8]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[4, 6, 8]	1:4877190414;2:487719097X;3:4877191097;5:4877191550;7:4877192123	FILL
yuru-days	ゆるデイズ	[2, 3]	[]	[0, 2]		NDL_NONE
yuugiou-faibudiizu	遊☆戯☆王ファイブディーズ	[3, 4, 5, 6, 7, 8]	[]	[4, 5, 6, 7, 8]		NDL_NONE
yuujin-brand	遊人ブランド	[2, 3, 4, 5, 6]	[1, 2, 3, 4, 5, 6]	[5, 6]		CONT
yuushagoroshi-no-moto-ansatsusha	勇者殺しの元暗殺者。	[2, 3, 4]	[1, 2, 3, 4]	[2, 3, 4]	1:9784253296519	FILL
yuuwaku-recipe	誘惑レシピ	[2, 3, 4, 5]	[1, 2, 3, 4, 5]	[2, 3, 4, 5]		CONT
za-doraemonzusupesharu	ザ・ドラえもんズスペシャル	[11, 12]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[]	1:4091493017;2:409149532X;3:4091493033;4:4091493041;5:409149305X;6:4091493068;7:4091493076;8:4091493084;9:4091493092;10:4091493106	FILL
zennin-no-otsu-san-boukensha-o-intai-shite-kojiin-no-sensei-ni-naru	善人のおっさん、冒険者を引退して孤児院の先生になる	[2, 3]	[1, 2, 3]	[2, 3]	1:9784803012507	FILL
zenryaku-onii-chan-wa-seijo-ni-narimashita	前略、お兄ちゃんは聖女になりました。	[2, 3]	[1, 2, 3]	[0, 2, 3]	1:9784434377327	FILL
zense-coupling	前世カップリング	[1, 2, 3, 4, 5, 6, 7]	[1, 2, 3, 4, 5, 6, 7]	[1, 2, 3, 4, 5, 6, 7]		CONT
zense-de-koroshita-aite-no-tantou-henshuu-ni-narimashita	前世で殺した相手の担当編集になりました	[2, 3]	[]	[0, 2, 3]		NDL_NONE
zero-yamazaki-2009	ZERO	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		NDL_NONE
zeruda-no-densetsu-4-koma-manga-gekijou	ゼルダの伝説 4コママンガ劇場	[2, 4, 5, 6, 7, 8]	[]	[5, 7, 8]		NDL_NONE
zetsurin-yakuza-no-gokujou-aibu	絶倫ヤクザの極上愛撫	[2, 3, 4, 5]	[1, 2, 3, 4, 5]	[0, 2, 3, 4, 5]	1:9784821139538	FILL
zettai-reido	絶対麗奴	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	[5, 6, 8, 9, 10, 11, 13, 15, 16, 17]		CONT
