slug	title	tv	has_synopsis	genres	n_isbn	caption
tokujou-kabachi	特上カバチ!!	34	False	drama	34	"浮気の前にこの1冊！
ウチのヨメに手ェ出したら罰金200万円やで！！
とっくに終わったあの関係も含みます。

伊刈慎太郎はマイホーム購入資金を貯めるため、昼の仕事の他に夜もバイトに忙しい。そんな伊刈の忙しさをよそに妻の美希は複数の男と浮気中。ある日、妻の不審な行動に気づいた伊刈は、浮気の事実を突き止める。そして田村とともに浮気相手の家を訪れ、慰謝料を請求。後日手にした思ったより多額の慰謝料が伊刈の運命を狂わせてゆく！"
tatsujinden	達人伝	34	False	action,adventure	34	今見るしかない『蒼天航路』王欣太の現在進行形最高傑作!!時は紀元前、戦乱やまぬ春秋戦国の世。苛烈な法で天下を支配せんと各国を蹂躙する虎狼の国・秦の野望を打ち砕くべく、荘子の直孫・荘丹は数多の「達人」と共闘していく！五国連合軍と秦軍の戦は、開戦まもなくして急報を受けた秦将蒙驁による決断で侵攻を中止、一転して逃げの姿勢を取った。これに勝機を見出した信陵君は粘り強く追い続ける。一方、南岸にいる丹の三侠達もまた、秦軍を追っていた。そこに楚の春申君も合流。連合軍には勝機の機運が高まりー…！！その様子を高くから見つめていた秦の太子・政が規格外の行動に出るーー…！！！
diamond-no-a-act-2	ダイヤのA act 2	34	False	baseball,sports	34	"東東京代表の座を懸けた戦い・帝東高校VS鵜久森高校。春季大会での雪辱を果たすため打倒帝東に燃える鵜久森だが、初回からノーアウト、一・三塁のピンチに。絶対的エース・梅宮に対するは、帝東最強打者・乾。先制点の行方は──。
続く1回裏では、帝東の若きエース・向井が気迫溢れるピッチングで鵜久森打線を迎え撃つ。激闘を制し、甲子園への切符を摑み取るのは果たして──!?


全国への切符も　主役の座も　俺達が今日全部かっさらう
何かできることある？　糞ヤンキー軍団に

白熱の西東京大会決勝が行われた翌日、幕を開けた“もう一つの決勝戦”帝東高校VS鵜久森高校。名門・帝東が誇りと意地を見せるか、野武士軍団・鵜久森が帝王をも飲み込むか。
互いに譲れぬ思いを持つ両校は、死力を尽くしてぶつかり合う──!!"
peppermint-age	ぺぱーみんと・エイジ	33	False	comedy,drama,romance	33	瀬川杏は中学3年生。ドジな杏をいつもフォローしてくれる速水翔が、突然転校。会いたい一心で彼の高校に入学した杏は、劇的な再会をするが!?
derby-jockey	ダービージョッキー	33	False	drama,sports	33	ダービージョッキーを目指す新人騎手、上杉圭と仲間達の青春ストーリー。
ougon-no-rough	黄金のラフ	33	False	sports	33	"▼第1話／最強の運と最強の実力▼第2話／最高峰のキラ星▼第3話／すごい人達だべ▼第4話／スーパーの片鱗▼第5話／バミューダ高気圧▼第6話／がんばれ！ ニッポン▼第7話／意味が違う…▼第8話／落ちたらバカは直る？

●主な登場人物／藤本草太（潜在能力は抜群だが、脳みそゼロのプロゴルファー。頭の中は常にバーディ狙いなので、ツアーでは全然勝てない。現在試合を求め米国へ）、谷田部光一（身長150センチの超小型プロゴルファー。理論は完璧だが、体がついていかない。プロを断念し、草太のコーチとなる）、太子治（農家育ちのプロゴルファー。コース読みは得意だが、プレッシャーにとてつもなく弱い。プロを辞め、草太のキャディに）
●あらすじ／草太を追ってきた花咲に続き、マイト竿崎までが米国に上陸！ 役者が揃い、あとは舞台が整うのを待つばかりだが…ネイションワイドツアーの初戦を2位タイの好成績で終えた草太たちは、その後なんと予選落ち。借金の利息は膨らみ、次の試合すらままならない状態に…。そんななか、落ち込む3人のもとに田所社長から電話がかかってきて…!?（第1話）
●本巻の特徴／幸運にも、世界のトップが集まるPGAのトヨンダオープンに出場できることになったチームきりたんぽ！ レギュラーツアー初参戦の彼らだが、同じ組にはなんと世界ランク2位と3位が!! 世界最高峰の舞台で、草太たちのプレーは果たして通用するのか"
obotchama-kun	おぼっちゃまくん	32	False	comedy	30	御嬢沙麻代ちゃんを始め10人もの「いいなけつ」がありながら初対面の女の子にひと目ぼれした茶魔。が、その美少女には意外な正体が……？茶魔の大暴れにますます目が離せない大人気シリーズ第3巻！
damenzu-walker	だめんず・うぉ～か～	32	False	comedy,romance,essay	32	"おまたせしました！『だめんず』最新刊！
男と女を隔てる「ダメの壁」

ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー
 週刊SPA!で大好評連載中の『だめんず・うぉ〜か〜』、今回はFile.126からFile.153まで収録。
さらに、今回の巻末には特別付録として小説家・岩井志麻子さんとの対談「国際だめんずへの道」を収録。

女性におうかがいします。貴女は胸が大きいですか？少年のような男が好きですか？服が奇抜だといわれませんか？男にカネ貸してませんか？

ーーーはい、と答えた方、だめんずの疑いありです。何故？
答えはこの本の中に。"
9-banme-no-musashi	9番目のムサシ	31	False	action,adventure,drama	31	"日本とはあまり関わりのない小国・ロロド王国の新国王補佐の婚約者が日本人だというニュースが届く。お
相手の日本人、それはなんと篠塚!?　彼女を心配する慎吾は空と共に村から消えた篠塚のところを目指すが、UBの追跡が!?"
uchi-no-3-shimai	うちの3姉妹	31	False	essay	31	ベストセラーの文庫版シリーズもいよいよ佳境に。この8巻では、薄毛の三女チーのヘアスタイルがようやくリニューアル、でもプレゼントのことを「ちゅべれんと」と言ったりまだまだ幼い。幼稚園の年中さんになった次女はお姉さんぶりたいお年ごろか、チーを相手に「お説教ごっこ」。長女のフーはおっぺけぶりに加えて意外に負けず嫌い、車の中のしりとりでスーに負けて半べそかきながら悔しがる。巻を追うごとに3人それぞれの成長ぶりを楽しめるのも本シリーズの特色です。もちろん母のツッコミもますます冴え、「これ、使える」と思わせるものもたくさん出てきます。ほかにも、父やおーちゃん、ばあばといったユニークなキャラクターも本書のお楽しみ。「読んでる間は大爆笑！！でも最後は家族愛にじ〜〜ん」という読者の感想が、「うちの3姉妹」の魅力を見事に言い当てています。文庫解説は、ご自身も3人の娘を持つ母である歌手の荻野目洋子さんです。
kyudo-kun	球道くん	30	False	baseball,sports	22	"野球に絶望していた男の前に現れた少年 

 野球人生に絶望を感じていた中西の前に、突如現れた“球道”という少年。ある日、父を失い身寄りのなくなった彼を中西と看護婦の愛子が引取ることになった。"
just-meet	ジャストミート	30	False	baseball,sports	30	ヒーローになることに異常な執念を燃やす星高ナイン。とにかくチームプレーは無視するし、味方の足は引っぱるし…。そんな彼らが甲子園をめざすことに！
dear-boys-actii	DEAR BOYS ACTⅡ	30	False	sports	30	"2回戦瑞穂対嘉手納西。ディレイドOFでリードを奪った瑞穂に対し「あきらめない哲太くん」の鼓舞でどんな状況でもポジティブさを失わない嘉手納西。両チームのバスケへの純粋な情熱がぶつかる激戦末…瑞穂は3回戦へ、神奈川1位の湘南大相模と再戦となる。前夜のミーティングで、三浦の口から切り出された衝撃の事実！　さらにライバル布施との再戦を過剰に意識する高階は一人、夜の公演にシュート練習に…するとそこには!？
FIGHTING ACE!!!!
MATCHING ATTACK!!!!
MARCHING ORDERS!!!!
KEY PLAYER
不安な夜"
roto-no-monshou-monshou-o-tsugu-monotachi-he	ロトの紋章 紋章を継ぐ者達へ	30	False	adventure,fantasy	30	"神器を在りし場所へ───！！（ジパング）

シャンパーニの塔に集結したロマリア・ポルトガ・エジンベアの王達。魔克爆弾の封印を条件に、三国間に平和が訪れるかと思った時、突如王達の前に現れたのは、ハロルドだった。アロスは一人塔に留まってハロルドと対峙するが、以前とは違う強さのハロルドに苦戦を強いられる……。リー達と三王は、魔克爆弾を狙うポルトガ軍ダコスタの暴走を止めるべく、飛行船に乗って魔石採掘場へと向かう。そこで、傷ついたダコスタと壊滅的な現場を目の当たりにし、ここにもクインゾルマの手が及んでいることを知る。待ち受けていたのは、強力な魔物と、魔克爆弾から生まれたモンスター＜ボマグラ＞だった───！！！ 一方では、ジパングに向かったイサリとヤルバーによって、潮の神器が収められる時が迫る！！ 導かれし者達の物語、第十七幕───。"
