title	a_romaji	a_id	key
没落令嬢のお気に召すまま	Botsuraku Reijou no Oki ni Mesu Mama: Konyaku 	198032	name:四葉夕卜|name:没落令嬢のお気に召すまま
インディゴブルーのグラデーション	Blue Sky Complex Bangai-hen: Indigo Blue no Gr	139537	name:市川けい|name:インディゴブルーのグラデーション|sub:ブルースカイコンプレックス番外編
貪欲上司は二度襲う	Donyoku Joushi wa Nido Osou: Gomu 1-ko ja Toma	190163	name:市川るき|name:貪欲上司は二度襲う|sub:ゴム1個じゃ止まらない…濃厚ラブホ研修
異世界マンチキン	Isekai Munchkin: HP 1 no Mama de Saikyou Saiso	108000	name:志瑞祐|name:異世界マンチキン|sub:HP1のままで最強最速ダンジョン攻略
追放聖女は獣人の国で楽しく暮らしています	Tsuihou Seijo wa Juujin no Kuni de Tanoshiku K	196949	name:斯波|name:追放聖女は獣人の国で楽しく暮らしています
双子王子の継母になりまして	Futago Ouji no Mamahaha ni Narimashite: Kirawa	200797	name:糸加|name:双子王子の継母になりまして
悪役令嬢の中の人	Akuyaku Reijou no Naka no Hito: Danzai Sareta 	148305	name:紫真依|name:悪役令嬢の中の人
悪役令嬢は旦那様と離縁がしたい!	Akuyaku Reijou wa Danna-sama to Rien ga Shitai	141751	name:紫藤むらさき|name:悪役令嬢は旦那様と離縁がしたい!|sub:好き勝手やっていたのに何故か『王太子妃の鑑』
少年少女日本の歴史	Shougakukan-ban Gakushuu Manga: Shounen Shoujo	160216	name:児玉幸多|name:少年少女日本の歴史
悪徳領主の息子に転生!?	Akutoku Ryoushu no Musuko ni Tensei!?: Tanoshi	147755	name:児玉酉|name:悪徳領主の息子に転生!?|sub:楽しく魔法を学んでいたら、汚名を返上してました
逆装ランデヴー	Gyakusou Rendezvous: Josou Danshi to Dansou Jo	133350	name:次見やをら|name:逆装ランデヴー|sub:女装男子と男装女子の話
異世界で、王太子妃はじめました。	Nanchatte Cinderella: Oukyuu Inbou Hen Isekai 	109585	name:汐邑雛|name:異世界で、王太子妃はじめました。
調教師は魔物に囲まれて生きていきます。	Choukyoushi wa Mamono ni Kakomarete Ikiteikima	196406	name:七篠龍|name:調教師は魔物に囲まれて生きていきます。
冷徹社長の執愛プロポーズ	Reitetsu Shachou no Toai Propose: Hanayome Kei	208514	name:七星紗英|name:冷徹社長の執愛プロポーズ|sub:花嫁契約は終わったはずですが!?
セレブ那由	Celeb Nayu: AV nai Wakaoku-sama	53829	name:七波のろ|name:セレブ那由
金曜日、執事が俺をsubにする。	Kinyoubi, Shitsuji ga Ore wo Sub ni Suru. Shuj	197801	name:七菱ヒロ|name:金曜日、執事が俺をsubにする。|sub:主従逆転dom/subユニバース
エレノア王女は自由な青春を送りたい	Eleanor Oujo wa Jiyuuna Seishun wo Okuritai: I	166917	name:七里慧|name:エレノア王女は自由な青春を送りたい|sub:異世界トリップでJKライフ
悪徳令嬢に転生したのに、まさかの求婚!?	Akutoku Reijou ni Tensei shita no ni, Masaka n	208784	name:七里慧|name:悪徳令嬢に転生したのに、まさかの求婚!?
ラブライブ!	Love Live! School idol project	78251	name:室田雄平|name:ラブライブ!
テイルズオブジアビス	Tales of the Abyss: Tsuioku no Jade	48017	name:実弥島巧|name:テイルズオブジアビス
後宮に星は宿る	Koukyuu ni Hoshi wa Yadoru: Kinkakoku Shunjuu	198829	name:篠原悠希|name:後宮に星は宿る|sub:金椛国春秋
災厄令嬢の不条理な事情	Saiyaku Reijou no Fujouri na Jijou Konyakusha 	204861	name:柴田五十鈴|name:災厄令嬢の不条理な事情|sub:婚約者に私以外のお相手がいると聞いてしまったのですが!
俺のレベルアップがおかしい!	Ore no Level Up ga Okashii!: Dekiru Otoko no I	157497	name:柴又|name:俺のレベルアップがおかしい!|sub:デキる男の異世界転生
ポーションは160km/hで投げるモノ!～アイテム係の俺が万能回復薬を投	Potion wa 160km/h de Naderu Mono!: Item-gakari	206684	name:煮たか|name:ポーションは160km/hで投げるモノ!～アイテム係の俺が万能回復薬を投擲することで最強の冒
女刑事(デカ)と犯人の乙女ゲー転生	Onna Keiji to Hannin no Otomege Tensei: Mokuhy	164584	name:紗与イチ|name:女刑事(デカ)と犯人の乙女ゲー転生|sub:目標は攻略対象の中
溺甘クルーズ	Dekiama Cruise: Onzoushi wa Migawari Konyakush	197360	name:若菜モモ|name:溺甘クルーズ|sub:御曹司は身代わり婚約者に夢中です
ヤングダイヤル	Young Dial: Shounen Jiken Dai Zero-ka	169696	name:朱村咲|name:ヤングダイヤル
ゲーム世界転生〈ダン活〉～ゲーマーは〈ダンジョン就活のススメ〉を〈はじめ	Game Sekai Tensei <Dankatsu>: Gamer wa [Dungeo	188875	name:朱里|name:ゲーム世界転生〈ダン活〉～ゲーマーは〈ダンジョン就活のススメ〉を〈はじめから〉プレイする～@C
シャントラ	Chantla: Zettai Izon no Utahime	202159	name:囚人|name:シャントラ
魔法史に載らない偉人	Mahoushi ni Noranai Ijin: Mueki na Kenkyuu da 	150559	name:秋|name:魔法史に載らない偉人
元魔王様の南国スローライフ	Moto Maou-sama no Nangoku Slow Life: Buka ni U	188802	name:十一屋翠|name:元魔王様の南国スローライフ
商人勇者は異世界を牛耳る!	Shounin Yuusha wa Isekai wo Gyuujiru!: Saibai 	110996	name:十一屋翠|name:商人勇者は異世界を牛耳る!|sub:栽培スキルでなんでも増やしちゃいます
ブレードガール	Blade Girl: Kata Ashi no Runner	110716	name:重松成美|name:ブレードガール
寮則は恋に甘し	Ryousoku wa Koi ni Amashi: Genjuusho, Danshiry	166575	name:春宮アン|name:寮則は恋に甘し
寮則は恋に甘し	Ryousoku wa Koi ni Amashi: Genjuusho, Danshiry	166575	name:春宮アン|name:寮則は恋に甘し|sub:現住所、男子寮につき
佐藤夫婦は甘くない	Satou Fusai wa Amakunai: Shinkon desu ga, shit	212157	name:春楡いちる|name:佐藤夫婦は甘くない|sub:新婚ですが、シてません
私の淫魔くん	Watashi no Inma-kun: Kono Keiyaku ni Ai wa Ari	130120	name:春楡いちる|name:私の淫魔くん|sub:この契約に愛はありますか?
筋肉紳士はお嫌いですか?	Kinniku Shinshi wa Okirai desu ka?: Idakarete 	212044	name:純友良幸|name:筋肉紳士はお嫌いですか?|sub:抱かれてやみつきゴリゴリH
勇者パーティーを追放された俺だが、俺から巣立ってくれたようで嬉しい。	Yuusha Party wo Tsuihou Sareta Ore daga, Ore k	160769	name:初枝れんげ|name:勇者パーティーを追放された俺だが、俺から巣立ってくれたようで嬉しい。|sub:……なので
ノイジールームメイト	Noisy Roommate: Ienashi ni Natta node Ikemen t	159552	name:緒崎カホ|name:ノイジールームメイト
ノイジールームメイト	Noisy Roommate: Ienashi ni Natta node Ikemen t	159552	name:緒崎カホ|name:ノイジールームメイト|sub:家ナシになったのでイケメンと怪異つき物件で同居始めました
トレジャーガウスト史上最強のハンターコンビ!!	Treasure Gaust: Shijou Saikyou no Hanta	106658	name:勝見直人|name:トレジャーガウスト史上最強のハンターコンビ!!
アウターQ	Outer Q: Jakushou Web Magazine no Jikenbo	197143	name:宵町めめ|name:アウターQ
恋の前に、あまくハジメテ。	Koi no Maeni, Amaku Hajimete. Hikaeme Elite-ku	147842	name:小雨|name:恋の前に、あまくハジメテ。|sub:控えめエリートくんが私にだけ発情しています
巨乳ちゃんと巨根上司	Kyonyuu-chan to Kyokon Joushi: Kaisha de Musab	137521	name:小此木葉っぱ|name:巨乳ちゃんと巨根上司
セックス&ダンジョン!!	Sex & Dungeon!!: Wagaya no Chika ni, H Kaisuu 	115037	name:小山内|name:セックス&ダンジョン!!
転生前のチュートリアルで異世界最強になりました。	Tensei Mae no Tutorial de Isekai Saikyou ni Na	206013	name:小川悟|name:転生前のチュートリアルで異世界最強になりました。
王子様の訳あり会計士	Ouji-sama no Wakeari Kaikeishi Narisumashi Rei	204857	name:小津カヲル|name:王子様の訳あり会計士
病弱な悪役令嬢ですが、婚約者が過保護すぎて逃げ出したい〈私たち犬猿の仲で	Byoujaku na Akuyaku Reijou desu ga, Konyakusha	196834	name:小箱ハコ|name:病弱な悪役令嬢ですが、婚約者が過保護すぎて逃げ出したい〈私たち犬猿の仲でしたよね!?〉
悪夢の棲む家	Akumu no Sumu Ie: Ghost Hunt	71697	name:小野不由美|name:悪夢の棲む家
デイジー	Daisy ~3.11 Joshikouseitachi no Sentaku~	77198	name:小林照弘|name:デイジー
サイボーグ009	Cyborg 009: Kanketsu-hen Conclusion - God's Wa	90347	name:小林博明|name:サイボーグ009
ニーチェ先生	Nietzsche-sensei: Konbini ni, Satori Sedai no 	85766	name:松駒|name:ニーチェ先生
戦姫完食シンフォギア	Senki Kanshoku Symphogear: Shirabe Meshi	135579	name:上松範康|name:戦姫完食シンフォギア|sub:調めし
毒舌少女はあまのじゃく	Dokuzetsu Shoujo wa Amanojaku: Kabegoshi nara 	132505	name:上村夏樹|name:毒舌少女はあまのじゃく|sub:壁越しなら素直に好きって言えるもん!
宮廷鍛冶師の幸せな日常	Kyuutei Kajishi no Shiawase na Nichijou: Black	145188	name:上林眞|name:宮廷鍛冶師の幸せな日常
スパイラル	Spiral: Suiri no Kizuna	30534	name:城平京|name:スパイラル
王子様の飼い主係	Ouji-sama no Kainushigakari: Norowareta Denka 	164528	name:寝子暇子|name:王子様の飼い主係|sub:呪われた殿下がモフモフボディで誘ってきます
俺、勇者じゃないですから。	Ore, Yuusha Janai desu kara. VR Sekai no Chout	188498	name:心音ゆるり|name:俺、勇者じゃないですから。|sub:VR世界の頂点に君臨せし男。転生し、レベル1の無職か
絶倫陸奥くんは大きいクリが好き	Zetsurin Mutsu-kun wa Ookii Kuri ga Suki: Kass	212161	name:新薫|name:絶倫陸奥くんは大きいクリが好き
絶倫陸奥くんは大きいクリが好き	Zetsurin Mutsu-kun wa Ookii Kuri ga Suki: Kass	212161	name:新薫|name:絶倫陸奥くんは大きいクリが好き|sub:褐色男子に溺愛されっぱなし
大嫌いな旦那さまに溺愛されてます	Daikirai na Danna-sama ni Dekiaisaretemasu: Do	211582	name:新薫|name:大嫌いな旦那さまに溺愛されてます|sub:ドSな社長と政略結婚
千のスキルを持つ男	Sen no Skill wo Motsu Otoko: Isekai de Shoukan	107856	name:新堂アラタ|name:千のスキルを持つ男
ルビー・オンザ・ケーキ	Ruby on the Cake: Hitokui Majo no Bansankai	182237	name:森永ミキ|name:ルビー・オンザ・ケーキ
ガンスリンガーストラトス	Gunslinger Stratos: Gigantomakhia	94764	name:森瀬繚|name:ガンスリンガーストラトス
悪役令嬢と悪役令息が、出逢って恋に落ちたなら	Akuyaku Reijou to Akuyaku Reisoku ga, Deatte K	154597	name:榛名丼|name:悪役令嬢と悪役令息が、出逢って恋に落ちたなら
元・傾国の美女とフラグクラッシャー王太子	Moto Keikoku no Bijo to Flag Crusher Outaishi 	152086	name:深山キリ|name:元・傾国の美女とフラグクラッシャー王太子|sub:転生しても処刑エンドが回避できません!?
未来デリバリー	Mirai Delivery: Chiisana Asimov to Midori no W	115126	name:深山フギン|name:未来デリバリー
ヘルドッグス	Hell Dogs: Jigoku no Inu-tachi	135193	name:深町秋生|name:ヘルドッグス|sub:地獄の犬たち
にょたえっち。	Nyota H.: Ore no Karada de Gikei to Koi o Shit	102591	name:真黒皇子|name:にょたえっち。
指先で溺愛革命、起こしませんか?	Yubisaki de Dekiai Kakumei, Okoshimasen ka? Na	153333	name:真山しん|name:指先で溺愛革命、起こしませんか?|sub:謎の独身貴族に彼氏宣言されました
指先で溺愛革命、起こしませんか?	Yubisaki de Dekiai Kakumei, Okoshimasen ka? Na	153333	name:真山しん|name:指先で溺愛革命、起こしませんか?|sub:謎の独身貴族に彼氏宣言されました.
俺じゃねぇとダメなくせに	Ore Jane to Dame na Kuse ni: Kono Otoko, Aishi	142208	name:真純想|name:俺じゃねぇとダメなくせに|sub:この男、愛し方も超一流
ゴブリンスレイヤー	Goblin Slayer: Day in the Life	159132	name:神奈月昇|name:ゴブリンスレイヤー
ルート	Ruth: Yuki no Oukoku Mezameru Hoshitachi	151864	name:秦和生|name:ルート
暗殺スキルで異世界最強	Ansatsu Skill de Isekai Saikyou: Renkinjutsu t	138139	name:進行諸島|name:暗殺スキルで異世界最強|sub:錬金術と暗殺術を極めた俺は、世界を陰から支配する
転生賢者の異世界ライフ	Tensei Kenja no Isekai Life: Daini no Shokugyo	106144	name:進行諸島|name:転生賢者の異世界ライフ|sub:第二の職業を得て、世界最強になりました
異世界で手に入れた生産スキルは最強だったようです。	Isekai de Te ni Ireta Seisan Skill wa Saikyou 	121920	name:人米|name:異世界で手に入れた生産スキルは最強だったようです。|sub:創造&器用のWチートで無双する
貴方に未練はありません!	Anata ni Miren wa Arimasen! Uwakimono no Konya	202919	name:水垣するめ|name:貴方に未練はありません!
テイマー姉妹のもふもふ配信	Tamer Shimai no Mofumofu Haishin: Mujikaku ni 	139997	name:水玉子|name:テイマー姉妹のもふもふ配信|sub:無自覚にもふもふを連れてくる妹がチート級にかわいいので自
コルセーア	Corsair: Eigetsu	56138	name:水壬楓子|name:コルセーア
お迎えに上がりました。	Omukae ni Agarimashita.: Kokudo Koutsuushou Ko	120807	name:雛川まつり|name:お迎えに上がりました。|sub:国土交通省国土政策局幽冥推進課
追放の賢者、世界を知る	Tsuihou no Kenja, Sekai wo Shiru: Osananajimi 	142169	name:杉乃紘|name:追放の賢者、世界を知る
輪廻のラグランジェ	Rinne no Lagrange: Akatsuki no Memoria	65849	name:菅正太郎|name:輪廻のラグランジェ
九条さんは一晩中抱けるド絶倫	Kujou-san wa Hitobanjuu Idakeru do Zetsurin: H	169045	name:星月奏|name:九条さんは一晩中抱けるド絶倫|sub:豹変男子のイキすぎ絶頂テクニック
俺にはこの暗がりが心地よかった	Ore ni wa Kono Kuragari ga Kokochiyo Katta: Ze	154490	name:星崎崑|name:俺にはこの暗がりが心地よかった|sub:絶望から始まる異世界生活、神の気まぐれで強制配信中
妹に婚約者を取られたら、獣な王子に求婚されました	Imouto ni Konyakusha wo Toraretara, Kemono na 	189683	name:星川きづき|name:妹に婚約者を取られたら、獣な王子に求婚されました|sub:またたびとして溺愛されてます
東京サラダボウル	Tokyo Salad Bowl: Kokusai Sousa Jikembo	172617	name:清水真|name:東京サラダボウル
旦那様が朝から晩まで放してくれない	Danna-sama ga Asa kara Ban made Hanashite Kure	135623	name:西いちこ|name:旦那様が朝から晩まで放してくれない|sub:エッチで甘いワケあり婚!?
星に願いを	Hoshi ni Negai wo	39367	name:西村ミツル|name:星に願いを
